"transcription_factor","target_gene"
"E2F4","NUDCD2"
"E2F4","ANKRD43"
"E2F4","ADAT2"
"E2F4","RIPPLY2"
"E2F4","TAAR1"
"E2F4","NCOA7"
"E2F4","HINT3"
"E2F4","DPCR1"
"E2F4","PRSS58"
"E2F4","C7orf11"
"E2F4","VPS37A"
"E2F4","TMEM68"
"E2F4","PTPDC1"
"E2F4","OR13C8"
"E2F4","OR1L8"
"E2F4","MAGEC3"
"E2F4","FAM199X"
"E2F4","GPR112"
"E2F4","MUC17"
"E2F4","ASB11"
"E2F4","C20orf96"
"E2F4","C20orf112"
"E2F4","C20orf132"
"E2F4","ABHD16B"
"E2F4","KIAA0889"
"E2F4","BANF2"
"E2F4","NANP"
"E2F4","DEFB127"
"E2F4","SREK1"
"E2F4","STK35"
"E2F4","C5orf20"
"E2F4","DUSP19"
"E2F4","ASB14"
"E2F4","SAMD8"
"E2F4","MPP7"
"E2F4","FRMPD2"
"E2F4","SYT9"
"E2F4","PSMA8"
"E2F4","OR52B4"
"E2F4","FAM76B"
"E2F4","PLEKHA7"
"E2F4","OR10A5"
"E2F4","OR2AG1"
"E2F4","AMDHD1"
"E2F4","LINC00477"
"E2F4","C12orf66"
"E2F4","C12orf60"
"E2F4","LACC1"
"E2F4","CEP128"
"E2F4","FAM81A"
"E2F4","TTBK2"
"E2F4","ZNF597"
"E2F4","ZNF785"
"E2F4","ZNF688"
"E2F4","B3GNTL1"
"E2F4","RTN4RL1"
"E2F4","EFCAB3"
"E2F4","CDRT15"
"E2F4","RUNDC1"
"E2F4","EME1"
"E2F4","SCGB1C1"
"E2F4","ZNF560"
"E2F4","TMC4"
"E2F4","SPC24"
"E2F4","ZNF565"
"E2F4","NLRP4"
"E2F4","ZNF599"
"E2F4","ZNF569"
"E2F4","ZNF570"
"E2F4","C1orf51"
"E2F4","NBPF4"
"E2F4","B3GALNT2"
"E2F4","EXOC8"
"E2F4","RP11-165H20.1"
"E2F4","ANKRD30BP2"
"E2F4","HSCB"
"E2F4","DNAJB7"
"E2F4","CKAP2L"
"E2F4","CBWD2"
"E2F4","TEKT4"
"E2F4","ARL6IP6"
"E2F4","SGOL2"
"E2F4","SLC38A11"
"E2F4","CCDC140"
"E2F4","UPP2"
"E2F4","TTC14"
"E2F4","SGOL1"
"E2F4","WDR49"
"E2F4","LRRC34"
"E2F4","CCDC12"
"E2F4","PPP4R2"
"E2F4","C3orf22"
"E2F4","C5orf41"
"E2F4","TMEM167A"
"E2F4","PLEKHG4B"
"E2F4","FAM81B"
"E2F4","TTC23L"
"E2F4","LOC153684"
"E2F4","PPP1R39"
"E2F4","C6orf165"
"E2F4","CCDC167"
"E2F4","RUNDC3B"
"E2F4","KCTD7"
"E2F4","RBM33"
"E2F4","CDCA2"
"E2F4","ESCO2"
"E2F4","C9orf66"
"E2F4","TTC39B"
"E2F4","ZNF782"
"E2F4","PRUNE2"
"E2F4","RIBC1"
"E2F4","MAGEB6"
"E2F4","ZDHHC15"
"E2F4","USP51"
"E2F4","NKX2-3"
"E2F4","CCDC63"
"E2F4","CCDC122"
"E2F4","MDGA2"
"E2F4","SPRED1"
"E2F4","PGBD4"
"E2F4","FSIP1"
"E2F4","ZNF519"
"E2F4","C18orf54"
"E2F4","ZNF600"
"E2F4","ZNF567"
"E2F4","HFM1"
"E2F4","WDR69"
"E2F4","GPR156"
"E2F4","SPATA5"
"E2F4","TIGD2"
"E2F4","DCP2"
"E2F4","NIM1"
"E2F4","LIX1"
"E2F4","PRSS35"
"E2F4","DACT2"
"E2F4","ZNF92"
"E2F4","ZNF679"
"E2F4","THAP5"
"E2F4","CNBD1"
"E2F4","KCNV2"
"E2F4","GPHA2"
"E2F4","ADAMTS19"
"E2F4","NLRP6"
"E2F4","ZNF367"
"E2F4","IMMP1L"
"E2F4","OR56B4"
"E2F4","FAM86A"
"E2F4","VSTM4"
"E2F4","C15orf33"
"E2F4","UBR1"
"E2F4","ACSF3"
"E2F4","C20orf201"
"E2F4","THAP8"
"E2F4","NBPF11"
"E2F4","C1orf126"
"E2F4","C2orf51"
"E2F4","SPRED2"
"E2F4","ALG1L"
"E2F4","ARL13B"
"E2F4","AMZ2P1"
"E2F4","ZSCAN4"
"E2F4","DNAH12"
"E2F4","C4orf46"
"E2F4","TIGD4"
"E2F4","TMEM192"
"E2F4","DNAJC18"
"E2F4","RANBP3L"
"E2F4","TSNARE1"
"E2F4","ADAM32"
"E2F4","C8orf47"
"E2F4","C9orf93"
"E2F4","CCDC107"
"E2F4","TMEM31"
"E2F4","HIPK1"
"E2F4","LINC00116"
"E2F4","C2orf69"
"E2F4","AQPEP"
"E2F4","ATAD3C"
"E2F4","OR4C6"
"E2F4","OR5R1"
"E2F4","TYSND1"
"E2F4","RTKN2"
"E2F4","C10orf27"
"E2F4","TMEM136"
"E2F4","MRPL21"
"E2F4","OR9Q1"
"E2F4","C11orf82"
"E2F4","LRTOMT"
"E2F4","FAM124A"
"E2F4","SKA1"
"E2F4","HEPACAM"
"E2F4","FAM181B"
"E2F4","HNRNPA3"
"E2F4","SLC39A12"
"E2F4","NSUN6"
"E2F4","ARL5B"
"E2F4","SKA3"
"E2F4","SPATA13"
"E2F4","CES5A"
"E2F4","AKD1"
"E2F4","ZUFSP"
"E2F4","C6orf170"
"E2F4","C6orf130"
"E2F4","C6orf81"
"E2F4","ZBTB9"
"E2F4","C6orf136"
"E2F4","ZNF498"
"E2F4","SP8"
"E2F4","TMED4"
"E2F4","FAM185A"
"E2F4","CNPY4"
"E2F4","LINC00314"
"E2F4","NEIL2"
"E2F4","STXBP4"
"E2F4","HEPACAM2"
"E2F4","HCG27"
"E2F4","EPHX4"
"E2F4","CCDC75"
"E2F4","ANKRD18A"
"E2F4","MMS22L"
"E2F4","MSRB3"
"E2F4","ANGPTL5"
"E2F4","LCORL"
"E2F4","SLC41A1"
"E2F4","NUDT8"
"E2F4","CCDC108"
"E2F4","LRRC57"
"E2F4","ELMOD2"
"E2F4","GK5"
"E2F4","MAMDC2"
"E2F4","GLIPR1L1"
"E2F4","WDR72"
"E2F4","SUN3"
"E2F4","PLCXD2"
"E2F4","C9orf43"
"E2F4","NEGR1"
"E2F4","TAB3"
"E2F4","DSCR10"
"E2F4","WFDC11"
"E2F4","TAS2R41"
"E2F4","MAGI3"
"E2F4","NPHP4"
"E2F4","OFCC1"
"E2F4","BEST4"
"E2F4","SSX6"
"E2F4","AQP11"
"E2F4","BLOC1S2"
"E2F4","OR4C13"
"E2F4","LOC283174"
"E2F4","OTOGL"
"E2F4","C12orf61"
"E2F4","GAS2L3"
"E2F4","C12orf40"
"E2F4","C14orf80"
"E2F4","HMGN2P46"
"E2F4","LINC00277"
"E2F4","OR4N4"
"E2F4","FAM154B"
"E2F4","HERC2P3"
"E2F4","LINC00304"
"E2F4","C16orf79"
"E2F4","FBXL19-AS1"
"E2F4","FADS6"
"E2F4","FAM100B"
"E2F4","LINC00324"
"E2F4","GSDMA"
"E2F4","LINC00482"
"E2F4","LAMA1"
"E2F4","FLJ25715"
"E2F4","ZIK1"
"E2F4","C19orf54"
"E2F4","MAMSTR"
"E2F4","ZNF615"
"E2F4","OR2Z1"
"E2F4","SLC25A41"
"E2F4","SLC25A42"
"E2F4","HKR1"
"E2F4","NBPF15"
"E2F4","LOC284757"
"E2F4","FAM182A"
"E2F4","LOC284912"
"E2F4","RPL23AP82"
"E2F4","CCDC150"
"E2F4","CCDC141"
"E2F4","C2orf61"
"E2F4","LOC285074"
"E2F4","C3orf38"
"E2F4","COX18"
"E2F4","SH3PXD2B"
"E2F4","KIAA0825"
"E2F4","C5orf51"
"E2F4","PPIL6"
"E2F4","LY86-AS1"
"E2F4","CAGE1"
"E2F4","HLA-F-AS1"
"E2F4","INTS4L1"
"E2F4","FLJ40852"
"E2F4","FAM115C"
"E2F4","FLJ40288"
"E2F4","C9orf79"
"E2F4","OR13C9"
"E2F4","TMSB15B"
"E2F4","LIN9"
"E2F4","EIF4E3"
"E2F4","TAAR6"
"E2F4","KRTAP20-1"
"E2F4","LUZP2"
"E2F4","CCDC144NL"
"E2F4","ADAMTSL5"
"E2F4","C1orf228"
"E2F4","CCDC158"
"E2F4","TSPAN33"
"E2F4","DCDC1"
"E2F4","OVCH2"
"E2F4","OR6C4"
"E2F4","CCDC18"
"E2F4","NCKAP5"
"E2F4","CDKL4"
"E2F4","SAMD7"
"E2F4","SLC10A6"
"E2F4","FAM174A"
"E2F4","EYS"
"E2F4","OR2A1"
"E2F4","OR13H1"
"E2F4","LRRTM1"
"E2F4","MGC40069"
"E2F4","CLEC18A"
"E2F4","SKA2"
"E2F4","ZNF530"
"E2F4","GEN1"
"E2F4","LOC348840"
"E2F4","NUP43"
"E2F4","LINC00265"
"E2F4","GJC3"
"E2F4","KAAG1"
"E2F4","GPR141"
"E2F4","IRF2BP2"
"E2F4","ZBTB41"
"E2F4","CDRT1"
"E2F4","NHLRC2"
"E2F4","TEX9"
"E2F4","GOLGA6L5"
"E2F4","KIF7"
"E2F4","WASH3P"
"E2F4","C5orf34"
"E2F4","VWC2"
"E2F4","PRSS45"
"E2F4","USP17L2"
"E2F4","APITD1"
"E2F4","KRTAP12-3"
"E2F4","SUMO4"
"E2F4","CENPW"
"E2F4","C6orf174"
"E2F4","NPSR1"
"E2F4","LOC387646"
"E2F4","CLEC12B"
"E2F4","SETD8"
"E2F4","LOC388022"
"E2F4","SBK1"
"E2F4","C17orf87"
"E2F4","SHISA6"
"E2F4","C17orf76"
"E2F4","ZNF790"
"E2F4","BLOC1S3"
"E2F4","ZNF470"
"E2F4","TRNP1"
"E2F4","C1orf137"
"E2F4","C1orf31"
"E2F4","C1orf229"
"E2F4","FLJ46347"
"E2F4","ZNF662"
"E2F4","IQCF2"
"E2F4","PRR23B"
"E2F4","PRR23C"
"E2F4","C6orf222"
"E2F4","LOC389634"
"E2F4","MGC21881"
"E2F4","FAM75D1"
"E2F4","ZCCHC13"
"E2F4","OR52E4"
"E2F4","OR52E5"
"E2F4","OR10A6"
"E2F4","OR10V1"
"E2F4","OR10G7"
"E2F4","RNASE9"
"E2F4","OR4F6"
"E2F4","PTX4"
"E2F4","PAPL"
"E2F4","OR6Y1"
"E2F4","OR11L1"
"E2F4","OR2M2"
"E2F4","PTRHD1"
"E2F4","OR13C2"
"E2F4","ZNF321P"
"E2F4","C10orf114"
"E2F4","LOC399744"
"E2F4","METTL10"
"E2F4","FLJ45445"
"E2F4","SNX19"
"E2F4","C13orf35"
"E2F4","FLJ45256"
"E2F4","C17orf97"
"E2F4","FLJ35934"
"E2F4","MIR137HG"
"E2F4","FLJ45832"
"E2F4","FLJ46020"
"E2F4","LINC00114"
"E2F4","MIRLET7BHG"
"E2F4","FLJ46257"
"E2F4","LINC00487"
"E2F4","LOC400968"
"E2F4","FLJ44006"
"E2F4","FLJ40712"
"E2F4","LOC401052"
"E2F4","C4orf3"
"E2F4","FLJ33360"
"E2F4","KLHL31"
"E2F4","LINC00242"
"E2F4","OR2A7"
"E2F4","FAM74A4"
"E2F4","MCART6"
"E2F4","GOLGA7B"
"E2F4","OR14I1"
"E2F4","RPL21P44"
"E2F4","C10orf85"
"E2F4","YY2"
"E2F4","AAA1"
"E2F4","C2orf27B"
"E2F4","STX19"
"E2F4","SLC22A20"
"E2F4","KRTAP5-11"
"E2F4","C12orf69"
"E2F4","OR11H12"
"E2F4","LINC00238"
"E2F4","NPIPL2"
"E2F4","RNASEK"
"E2F4","LOC440570"
"E2F4","LOC440742"
"E2F4","FLJ16124"
"E2F4","LOC440944"
"E2F4","LOC441087"
"E2F4","LOC441179"
"E2F4","LOC441233"
"E2F4","LOC441242"
"E2F4","SPDYE3"
"E2F4","CTAGE15P"
"E2F4","OR9K2"
"E2F4","OR2W5"
"E2F4","LOC441956"
"E2F4","OR2J3"
"E2F4","OR14J1"
"E2F4","STAG3L2"
"E2F4","IGFL4"
"E2F4","TRIM6-TRIM34"
"E2F4","CBWD3"
"E2F4","PALM2-AKAP2"
"E2F4","IGIP"
"E2F4","EID3"
"E2F4","PHOSPHO2"
"E2F4","C18orf56"
"E2F4","LOC541471"
"E2F4","CCDC157"
"E2F4","ANKRD30BL"
"E2F4","FBXO48"
"E2F4","PRB2"
"E2F4","SFTPA1"
"E2F4","GGT2"
"E2F4","CDK11A"
"E2F4","SPANXA2"
"E2F5","SMAD2"
"E2F5","SMAD3"
"E2F5","SMAD4"
"E2F5","MYC"
"E2F5","RBL2"
"E2F5","RBL1"
"E2F5","FSHR"
"E2F5","LOXL2"
"E2F5","BRCA1"
"E2F5","MT1G"
"E2F6","BECN1"
"E2F6","SUZ12"
"E2F6","SNX19P2"
"E2F6","APAF1"
"E2F6","BRCA1"
"E2F6","BRD7"
"E2F6","CYC1"
"E2F6","E2F1"
"E2F6","IL13"
"E2F6","PCLAF"
"E2F6","DDX11"
"E2F6","DHPS"
"E2F6","EFNA5"
"E2F6","FNTB"
"E2F6","GRIK1"
"E2F6","MCM3"
"E2F6","PRKAR1A"
"E2F6","RBBP4"
"E2F6","RECQL"
"E2F6","RYR2"
"E2F6","SRSF1"
"E2F6","TFF1"
"E2F6","ZNF43"
"E2F6","RAD51AP1"
"E2F6","CHEK2"
"E2F6","CAMTA2"
"E2F6","ZNF451"
"E2F6","DCTN4"
"E2F6","ZNF83"
"E2F6","METTL2B"
"E2F6","KDM3A"
"E2F6","NEK11"
"E2F6","WDR36"
"EGFR","hsa-miR-21"
"EGR1","AKR1B1"
"EGR1","TGFB1"
"EGR1","SYN1"
"EGR1","SOS1"
"EGR1","PTP4A1"
"EGR1","PSEN2"
"EGR1","POR"
"EGR1","PDGFB"
"EGR1","PCSK2"
"EGR1","IMPDH2"
"EGR1","IL2RB"
"EGR1","IGF2"
"EGR1","FGFR3"
"EGR1","ELK1"
"EGR1","CTNNB1"
"EGR1","CRABP2"
"EGR1","CEBPB"
"EGR1","CDK5"
"EGR1","CD19"
"EGR1","CAT"
"EGR1","ATP2A2"
"EGR1","ALOX5"
"EGR1","ACHE"
"EGR1","ABCA2"
"EGR1","ABCB1"
"EGR1","ACE"
"EGR1","ANGPTL4"
"EGR1","ANKRD1"
"EGR1","APOA1"
"EGR1","AR"
"EGR1","AREG"
"EGR1","BAX"
"EGR1","BCL2"
"EGR1","CCKBR"
"EGR1","CCL5"
"EGR1","CCND1"
"EGR1","CD28"
"EGR1","CD44"
"EGR1","CD69"
"EGR1","CD9"
"EGR1","CDH13"
"EGR1","CHGA"
"EGR1","CHRNA7"
"EGR1","CNTN1"
"EGR1","COL2A1"
"EGR1","DUSP4"
"EGR1","EGFR"
"EGR1","EPX"
"EGR1","F3"
"EGR1","FAS"
"EGR1","FASN"
"EGR1","FCER2"
"EGR1","FGF13"
"EGR1","FGF2"
"EGR1","FLT1"
"EGR1","FLT3"
"EGR1","FN1"
"EGR1","GCG"
"EGR1","GDF15"
"EGR1","GLYAT"
"EGR1","HSD11B2"
"EGR1","IFNG"
"EGR1","IL2"
"EGR1","IL6"
"EGR1","JUN"
"EGR1","KCNH4"
"EGR1","KCNH8"
"EGR1","LHB"
"EGR1","LTB"
"EGR1","MMP14"
"EGR1","MYB"
"EGR1","NUDT6"
"EGR1","PDGFC"
"EGR1","PECAM1"
"EGR1","PLAU"
"EGR1","PPARG"
"EGR1","PTEN"
"EGR1","PTGES"
"EGR1","RB1"
"EGR1","RELA"
"EGR1","RET"
"EGR1","SERPINE1"
"EGR1","SLC1A4"
"EGR1","SLC5A5"
"EGR1","SOD1"
"EGR1","SYN2"
"EGR1","TFPI2"
"EGR1","TGFBR2"
"EGR1","THBS1"
"EGR1","THPO"
"EGR1","TIMP1"
"EGR1","TIMP2"
"EGR1","TIMP3"
"EGR1","TNF"
"EGR1","TP53"
"EGR1","TPO"
"EGR1","VAMP2"
"EGR1","VEGFA"
"EGR1","VEGFB"
"EGR1","WT1"
"EGR1","ZFP90"
"EGR1","SPINT1"
"EGR1","hsa-miR-106a"
"EGR1","hsa-miR-10a"
"EGR1","hsa-miR-124"
"EGR1","hsa-miR-125a"
"EGR1","hsa-miR-130b"
"EGR1","hsa-miR-132"
"EGR1","hsa-miR-146b"
"EGR1","hsa-miR-148a"
"EGR1","hsa-miR-149"
"EGR1","hsa-miR-183"
"EGR1","hsa-miR-185"
"EGR1","hsa-miR-191"
"EGR1","hsa-miR-200b"
"EGR1","hsa-miR-212"
"EGR1","hsa-miR-219"
"EGR1","hsa-miR-23a"
"EGR1","hsa-miR-24"
"EGR1","hsa-miR-27a"
"EGR1","hsa-miR-30a"
"EGR1","hsa-miR-30c"
"EGR1","hsa-miR-30e"
"EGR1","hsa-miR-32"
"EGR1","hsa-miR-335"
"EGR1","hsa-miR-425"
"EGR1","hsa-miR-455"
"EGR1","hsa-miR-596"
"EGR1","hsa-miR-642a"
"EGR1","hsa-miR-92b"
"EGR1","hsa-miR-96"
"EGR1","hsa-miR-99b"
"EGR1","hsa-miR-301b"
"EGR1","TP73"
"EGR1","ATF3"
"EGR1","BCAR1"
"EGR1","CACNA1H"
"EGR1","CCND2"
"EGR1","CDK5R1"
"EGR1","CDKN1A"
"EGR1","CXCL8"
"EGR1","CYP2B6"
"EGR1","DMRT1"
"EGR1","EAPP"
"EGR1","EP300"
"EGR1","FAP"
"EGR1","FASLG"
"EGR1","GDNF"
"EGR1","GGPS1"
"EGR1","HIF1A"
"EGR1","HPSE"
"EGR1","HYAL1"
"EGR1","IL3"
"EGR1","KLK3"
"EGR1","LDLR"
"EGR1","LMTK2"
"EGR1","NAB2"
"EGR1","NFKB1"
"EGR1","PLAUR"
"EGR1","PTGS2"
"EGR1","RBL2"
"EGR1","SLC4A2"
"EGR1","SLC9A3"
"EGR1","SOX18"
"EGR1","SPRY1"
"EGR1","STIM1"
"EGR1","STMN1"
"EGR1","TBXA2R"
"EGR1","TCF4"
"EGR1","TH"
"EGR1","TMPO"
"EGR1","TNFSF10"
"EGR1","TOE1"
"EGR1","UBE2S"
"EGR1","WNT4"
"EGR1","PDGFA"
"EGR2","BSG"
"EGR2","DDX20"
"EGR2","ABCB1"
"EGR2","TP73"
"EGR2","HOXB2"
"EGR2","SPINT1"
"EGR2","FAS"
"EGR2","HOXA2"
"EGR2","FASN"
"EGR2","FASLG"
"EGR2","GJB1"
"EGR2","IDO1"
"EGR2","IGF2"
"EGR2","IL6"
"EGR2","LIF"
"EGR2","MPZ"
"EGR2","PTGS2"
"EGR2","SCD5"
"EGR2","CDKN2A"
"EGR3","hsa-miR-195"
"EGR3","TP73"
"EGR3","CD69"
"EGR3","SPINT1"
"EGR3","CAT"
"EGR3","NAB2"
"EGR3","SPRY1"
"EGR4","TNF"
"EGR4","IL2"
"EIF2AK2","IRF1"
"EIF2AK2","MAPK11"
"EIF2AK2","MAPK12"
"EIF2AK2","EIF2S1"
"EIF2AK2","MAPK13"
"EIF2AK2","NFKBIA"
"EIF2AK2","NFE2L2"
"EIF2AK2","MAPK14"
"EIF2AK2","CD4"
"EIF2AK2","IRS2"
"ELK1","SRF"
"ELK1","SLC6A4"
"ELK1","PSEN1"
"ELK1","PRL"
"ELK1","PRKCI"
"ELK1","SIN3A"
"ELK1","EGR1"
"ELK1","DYX1C1"
"ELK1","FUT4"
"ELK1","KCNMA1"
"ELK1","KCNMB1"
"ELK1","MAPK1"
"ELK1","MAPK3"
"ELK1","MCL1"
"ELK1","PDGFB"
"ELK1","PLAT"
"ELK1","MAPK9"
"ELK1","MAPK8"
"ELK1","MAPK14"
"ELK1","MAPK13"
"ELK1","MAPK12"
"ELK1","MAPK11"
"ELK1","MAPK10"
"ELK1","XIAP"
"ELK1","VAV1"
"ELK1","TWF2"
"ELK1","TNF"
"ELK1","ACTG2"
"ELK1","BIRC2"
"ELK1","BIRC3"
"ELK1","CA9"
"ELK1","CCND1"
"ELK1","CCND2"
"ELK1","CCND3"
"ELK1","CCT8"
"ELK1","ERBB2"
"ELK1","FOS"
"ELK1","ACTA1"
"ELK1","ACTA2"
"ELK1","ACTG1"
"ELK1","CITED2"
"ELK1","DAP3"
"ELK1","EIF2AK1"
"ELK1","EZH2"
"ELK1","FOSL1"
"ELK1","MECOM"
"ELK1","MUC4"
"ELK1","PTPRZ1"
"ELK1","SKP2"
"ELK1","TLR9"
"ELK1","TNFRSF10B"
"ELK1","WISP2"
"ELK1","ZFP36"
"ELK3","FOS"
"ELK3","MYH6"
"ELK4","MAPK1"
"ELK4","MAPK11"
"ELK4","MAPK12"
"ELK4","MAPK13"
"ELK4","SRF"
"ELK4","MAPK14"
"ELK4","FOS"
"ELK4","MAPK3"
"ELK4","MCL1"
"ELK4","NR2C2"
"EP300","CAMK4"
"EP300","hsa-miR-141"
"EP300","hsa-miR-200c"
"EP300","TP53"
"EP300","TCF7L2"
"EP300","TCF7L1"
"EP300","TCF7"
"EP300","STAT6"
"EP300","STAT5B"
"EP300","STAT5A"
"EP300","STAT4"
"EP300","STAT3"
"EP300","STAT2"
"EP300","STAT1"
"EP300","SMAD4"
"EP300","SMAD3"
"EP300","SMAD2"
"EP300","RBPJL"
"EP300","RBPJ"
"EP300","PRKX"
"EP300","PRKACG"
"EP300","PRKACB"
"EP300","PRKACA"
"EP300","LEF1"
"EP300","HIF1A"
"EP300","EPAS1"
"EP300","CTNNB1"
"EP300","CREB5"
"EP300","CREB3L4"
"EP300","CREB3L3"
"EP300","CREB3L2"
"EP300","CREB3L1"
"EP300","CREB3"
"EP300","CREB1"
"EP300","ATF4"
"EP300","CDKN2B"
"EP300","MITF"
"EP300","ABCB1"
"EP300","ALOX15"
"EP300","BIRC5"
"EP300","BRCA1"
"EP300","CA9"
"EP300","CCNB2"
"EP300","CCND1"
"EP300","CCNE1"
"EP300","CDKN1A"
"EP300","COL1A2"
"EP300","CRABP1"
"EP300","CREBBP"
"EP300","CXCL8"
"EP300","CYBB"
"EP300","CYP1B1"
"EP300","DNMT1"
"EP300","EIF2AK1"
"EP300","EPO"
"EP300","ERBB2"
"EP300","EZH2"
"EP300","GFAP"
"EP300","HINFP"
"EP300","IFNG"
"EP300","IGF1"
"EP300","IGFBP3"
"EP300","IL12B"
"EP300","IL5"
"EP300","IL6"
"EP300","KLK3"
"EP300","KRT16"
"EP300","LAMA3"
"EP300","MDM2"
"EP300","MGMT"
"EP300","MMP9"
"EP300","MYC"
"EP300","NFKB1"
"EP300","NR0B2"
"EP300","NR1H4"
"EP300","PARP1"
"EP300","PCNA"
"EP300","PTGS2"
"EP300","RAD51"
"EP300","RELA"
"EP300","RS1"
"EP300","S100A4"
"EP300","SLC9A2"
"EP300","TBXAS1"
"EP300","THBD"
"EP300","TP73"
"EP300","TRIM22"
"EP300","VCAM1"
"EP300","VEGFA"
"EP300","WT1"
"EP300","YY1"
"EP300","ZEB1"
"EPAS1","ARNT2"
"EPAS1","CREBBP"
"EPAS1","CUL2"
"EPAS1","EGLN1"
"EPAS1","EGLN2"
"EPAS1","VEGFA"
"EPAS1","EGLN3"
"EPAS1","EP300"
"EPAS1","RBX1"
"EPAS1","TCEB1"
"EPAS1","TCEB2"
"EPAS1","VHL"
"EPAS1","CA9"
"EPAS1","FIGF"
"EPAS1","FLT1"
"EPAS1","IKBKG"
"EPAS1","KDR"
"EPAS1","NOS3"
"EPAS1","PDGFB"
"EPAS1","PGF"
"EPAS1","SERPINE1"
"EPAS1","SLC2A1"
"EPAS1","TEK"
"EPAS1","TGFA"
"EPAS1","TGFB1"
"EPAS1","TGFB2"
"EPAS1","TGFB3"
"EPAS1","VEGFB"
"EPAS1","VEGFC"
"EPAS1","ARNT"
"EPAS1","CCR7"
"EPAS1","COL10A1"
"EPAS1","MMP14"
"EPAS1","MSC"
"EPAS1","PTPRZ1"
"EPAS1","USF2"
"EPAS1","F7"
"ERG","ESR1"
"ERG","FLT1"
"ERG","HMOX1"
"ERG","ICAM2"
"ERG","JUN"
"ERG","MMP2"
"ERG","MMP3"
"ERG","TNNC1"
"ERG","TNC"
"ERG","TGFBR2"
"ERG","SETDB1"
"ERG","POU4F1"
"ERG","ANPEP"
"ERG","CD19"
"ERG","CDH5"
"ERG","COL11A2"
"ERG","VWF"
"ERG","VIM"
"ERG","MMP9"
"ERG","NOS3"
"ERG","ADAMTS1"
"ERG","CRISP3"
"ERG","CXCL8"
"ERG","CXCR4"
"ERG","ENG"
"ERG","EPB41L3"
"ERG","EPB41L4B"
"ERG","ERG"
"ERG","FGF2"
"ERG","HIST1H4L"
"ERG","HPGD"
"ERG","ICAM1"
"ERG","ILK"
"ERG","KCNN2"
"ERG","PIM1"
"ERG","SOX4"
"ERG","SPP1"
"ERG","TDRD1"
"ERG","TFF3"
"ERG","TMPRSS2"
"ERG","WNT11"
"ERG","ZEB1"
"ERG","CDKN2A"
"ESPL1","STAG1"
"ESPL1","STAG2"
"ESPL1","SMC1B"
"ESPL1","SMC3"
"ESPL1","PTTG1"
"ESPL1","PTTG2"
"ESPL1","RAD21"
"ESPL1","REC8"
"ESPL1","SMC1A"
"ESR1","DFFB"
"ESR1","GADD45G"
"ESR1","SOCS2"
"ESR1","TFAP2C"
"ESR1","hsa-miR-92a"
"ESR1","hsa-miR-363"
"ESR1","hsa-miR-222"
"ESR1","hsa-miR-221"
"ESR1","hsa-miR-21"
"ESR1","hsa-miR-20b"
"ESR1","hsa-miR-20a"
"ESR1","hsa-miR-19b"
"ESR1","hsa-miR-19a"
"ESR1","hsa-miR-18b"
"ESR1","hsa-miR-18a"
"ESR1","hsa-miR-17"
"ESR1","hsa-miR-106a"
"ESR1","ZNF398"
"ESR1","WNT7A"
"ESR1","WISP2"
"ESR1","UBE3A"
"ESR1","UBE2L3"
"ESR1","TSC22D3"
"ESR1","TNFRSF11B"
"ESR1","TIMP4"
"ESR1","TGFA"
"ESR1","TFF1"
"ESR1","TERT"
"ESR1","TAC3"
"ESR1","STAT5A"
"ESR1","SRC"
"ESR1","SP3"
"ESR1","SP1"
"ESR1","SOCS3"
"ESR1","SMARCA2"
"ESR1","SMARCA1"
"ESR1","SMAD4"
"ESR1","SHC1"
"ESR1","SERPINE1"
"ESR1","SERPINB9"
"ESR1","SERPINB5"
"ESR1","SELE"
"ESR1","RUNX2"
"ESR1","REXO4"
"ESR1","REN"
"ESR1","RARA"
"ESR1","PTPRG"
"ESR1","PTMA"
"ESR1","PSG1"
"ESR1","PPARG"
"ESR1","POU1F1"
"ESR1","PNRC1"
"ESR1","PIK3CA"
"ESR1","PGR"
"ESR1","PELP1"
"ESR1","OXT"
"ESR1","NT5E"
"ESR1","NR3C2"
"ESR1","NR0B2"
"ESR1","NOS3"
"ESR1","NOS2"
"ESR1","NOL3"
"ESR1","NCOR1"
"ESR1","NCOA3"
"ESR1","NCOA2"
"ESR1","NCOA1"
"ESR1","MYC"
"ESR1","MYB"
"ESR1","MMP26"
"ESR1","MEP1B"
"ESR1","MDM2"
"ESR1","MACROD1"
"ESR1","LTF"
"ESR1","KRT19"
"ESR1","KAT2B"
"ESR1","JUNB"
"ESR1","JUN"
"ESR1","ITGB1"
"ESR1","ITGA2"
"ESR1","IL8"
"ESR1","IGF1"
"ESR1","IFNAR1"
"ESR1","HSPB1"
"ESR1","HOXA10"
"ESR1","GRIN2D"
"ESR1","GNRH1"
"ESR1","GADD45B"
"ESR1","GADD45A"
"ESR1","FOXO1"
"ESR1","FOS"
"ESR1","FBLN1"
"ESR1","F12"
"ESR1","ESRRA"
"ESR1","ERG"
"ESR1","EGFR"
"ESR1","EGF"
"ESR1","EBAG9"
"ESR1","E2F1"
"ESR1","CYR61"
"ESR1","CYP27B1"
"ESR1","CYP1B1"
"ESR1","CYP1A1"
"ESR1","CYP19A1"
"ESR1","CXCL12"
"ESR1","CRYZ"
"ESR1","CRHBP"
"ESR1","CGA"
"ESR1","CDKN1A"
"ESR1","CDH1"
