,HMDB,GENE,direction,transport,transport_direction,reversibility
12256,HMDB0001852,UGT2A3,degrading,nan,nan,nan
12257,HMDB0003193,UGT2A3,producing,nan,nan,nan
12258,HMDB0000234,UGT2A3,degrading,nan,nan,nan
12259,HMDB0002829,UGT2A3,producing,nan,nan,nan
12260,HMDB0000031,UGT2A3,degrading,nan,nan,nan
12261,HMDB0003325,UGT2A3,producing,nan,nan,nan
12262,HMDB0000054,UGT2A3,degrading,nan,nan,nan
12263,HMDB0004483,UGT2A3,producing,nan,nan,nan
12264,HMDB0000145,UGT2A3,degrading,nan,nan,nan
12265,HMDB0000295,UGT2A3,degrading,nan,nan,nan
12266,HMDB0000935,UGT2A3,degrading,nan,nan,nan
12267,HMDB0060431,GSTA3,producing,nan,nan,nan
12268,HMDB0006558,GSTA3,degrading,nan,nan,nan
12269,HMDB0060387,GSTA3,producing,nan,nan,nan
12270,HMDB0060433,GSTA3,degrading,nan,nan,nan
12271,HMDB0060507,GSTA3,producing,nan,nan,nan
12272,HMDB0060344,GSTA3,degrading,nan,nan,nan
12273,HMDB0002500,GSTA3,producing,nan,nan,nan
12274,HMDB0060479,GSTA3,producing,nan,nan,nan
12275,HMDB0059597,GSTA3,degrading,nan,nan,nan
12276,HMDB0060334,GSTA3,degrading,nan,nan,nan
12277,HMDB0060504,GSTA3,producing,nan,nan,nan
12278,HMDB0029593,GSTA3,degrading,nan,nan,nan
12279,HMDB0060343,GSTA3,producing,nan,nan,nan
12280,HMDB0060505,GSTA3,producing,nan,nan,nan
12281,HMDB0060452,GSTA3,degrading,nan,nan,nan
12282,HMDB0002306,GSTA3,producing,nan,nan,nan
12283,HMDB0060342,GSTA3,producing,nan,nan,nan
12284,HMDB0060333,GSTA3,degrading,nan,nan,nan
12285,HMDB0060506,GSTA3,producing,nan,nan,nan
12286,HMDB0060357,GSTA3,degrading,nan,nan,nan
12287,HMDB0002111,GSTA3,producing,nan,nan,nan
12288,HMDB0060423,GSTA3,producing,nan,nan,nan
12289,HMDB0060438,GSTA3,degrading,nan,nan,nan
12290,HMDB0060391,GSTA3,producing,nan,nan,nan
12291,HMDB0060091,GSTA3,degrading,nan,nan,nan
12292,HMDB0060358,GSTA3,producing,nan,nan,nan
12293,HMDB0060446,GSTA3,degrading,nan,nan,nan
12294,HMDB0060381,GSTA3,producing,nan,nan,nan
12295,HMDB0060448,GSTA3,degrading,nan,nan,nan
12296,HMDB0060326,GSTA3,producing,nan,nan,nan
12297,HMDB0060327,GSTA3,producing,nan,nan,nan
12298,HMDB0060331,GSTA3,degrading,nan,nan,nan
12299,HMDB0060329,GSTA3,producing,nan,nan,nan
12300,HMDB0060330,GSTA3,producing,nan,nan,nan
12301,HMDB0060332,GSTA3,degrading,nan,nan,nan
12302,HMDB0060302,GSTA3,producing,nan,nan,nan
12303,HMDB0060299,GSTA3,producing,nan,nan,nan
12304,HMDB0060301,GSTA3,degrading,nan,nan,nan
12305,HMDB0060300,GSTA3,producing,nan,nan,nan
12306,HMDB0006215,GSTA3,degrading,nan,nan,nan
12307,HMDB0000125,GSTA3,degrading,nan,nan,nan
12308,HMDB0001517,ADSL,producing,nan,nan,nan
12309,HMDB0000797,ADSL,degrading,nan,nan,nan
12310,HMDB0000045,ADSL,producing,nan,nan,nan
12311,HMDB0000134,ADSL,producing,nan,nan,nan
12312,HMDB0000536,ADSL,degrading,nan,nan,nan
12313,HMDB0001429,KATNAL1,producing,nan,nan,nan
12314,HMDB0001341,KATNAL1,producing,nan,nan,nan
12315,HMDB0002111,KATNAL1,degrading,nan,nan,nan
12316,HMDB0000538,KATNAL1,degrading,nan,nan,nan
12317,HMDB0001429,PPA2,producing,nan,nan,nan
12318,HMDB0002111,PPA2,degrading,nan,nan,nan
12319,HMDB0000250,PPA2,degrading,nan,nan,nan
12320,HMDB0007788,PLCH1,producing,nan,nan,nan
12321,HMDB0001498,PLCH1,degrading,nan,nan,nan
12322,HMDB0002111,PLCH1,degrading,nan,nan,nan
12323,HMDB0001088,ACSM1,producing,nan,nan,nan
12324,HMDB0000039,ACSM1,degrading,nan,nan,nan
12325,HMDB0014312,ACSM1,degrading,nan,nan,nan
12326,HMDB0001273,ACSM1,degrading,nan,nan,nan
12327,HMDB0000250,ACSM1,producing,nan,nan,nan
12328,HMDB0000045,ACSM1,degrading,nan,nan,nan
12329,HMDB0001423,ACSM1,degrading,nan,nan,nan
12330,HMDB0000538,ACSM1,degrading,nan,nan,nan
12331,HMDB0003178,HCCS,degrading,nan,nan,nan
12332,HMDB0000302,B4GAT1,degrading,unknown,unknown,irreversible
12333,HMDB0006219,B4GAT1,degrading,unknown,unknown,irreversible
12334,HMDB0000290,B4GAT1,degrading,unknown,unknown,irreversible
12335,HMDB0000295,B4GAT1,producing,unknown,unknown,irreversible
12336,HMDB0059597,B4GAT1,producing,unknown,unknown,irreversible
12337,HMDB0004866,B4GAT1,producing,unknown,unknown,irreversible
12338,HMDB0000045,DCK,producing,nan,nan,nan
12339,HMDB0001341,DCK,producing,nan,nan,nan
12340,HMDB0000050,DCK,degrading,nan,nan,nan
12341,HMDB0000538,DCK,degrading,nan,nan,nan
12342,HMDB0001202,DCK,producing,nan,nan,nan
12343,HMDB0000014,DCK,degrading,nan,nan,nan
12344,HMDB0060500,DCK,degrading,nan,nan,nan
12345,HMDB0001967,ELOVL4,producing,nan,nan,nan
12346,HMDB0001423,ELOVL4,degrading,nan,nan,nan
12347,HMDB0001175,ELOVL4,degrading,nan,nan,nan
12348,HMDB0001406,TIPARP,degrading,nan,nan,nan
12349,HMDB0000902,TIPARP,degrading,nan,nan,nan
12350,HMDB0000042,ACOT12,producing,nan,nan,nan
12351,HMDB0001423,ACOT12,producing,nan,nan,nan
12352,HMDB0002111,ACOT12,degrading,nan,nan,nan
12353,HMDB0001206,ACOT12,degrading,nan,nan,nan
12354,HMDB0001429,GTF2F2,producing,nan,nan,nan
12355,HMDB0001341,GTF2F2,producing,nan,nan,nan
12356,HMDB0002111,GTF2F2,degrading,nan,nan,nan
12357,HMDB0000538,GTF2F2,degrading,nan,nan,nan
12358,HMDB0000250,LARS2,producing,nan,nan,nan
12359,HMDB0000045,LARS2,degrading,nan,nan,nan
12360,HMDB0000687,LARS2,degrading,nan,nan,nan
12361,HMDB0000538,LARS2,degrading,nan,nan,nan
12362,HMDB0000250,GUCY1A2,producing,nan,nan,nan
12363,HMDB0001314,GUCY1A2,producing,nan,nan,nan
12364,HMDB0001273,GUCY1A2,degrading,nan,nan,nan
12365,HMDB0060404,SC5D,producing,nan,nan,nan
12366,HMDB0006848,SC5D,producing,nan,nan,nan
12367,HMDB0006847,SC5D,degrading,nan,nan,nan
12368,HMDB0006852,SC5D,producing,nan,nan,nan
12369,HMDB0006851,SC5D,degrading,nan,nan,nan
12370,HMDB0000217,SC5D,producing,nan,nan,nan
12371,HMDB0000221,SC5D,degrading,nan,nan,nan
12372,HMDB0000902,SC5D,producing,nan,nan,nan
12373,HMDB0059597,SC5D,degrading,nan,nan,nan
12374,HMDB0001487,SC5D,degrading,nan,nan,nan
12375,HMDB0002111,SC5D,producing,nan,nan,nan
12376,HMDB0000032,SC5D,degrading,nan,nan,nan
12377,HMDB0001377,SC5D,degrading,nan,nan,nan
12378,HMDB0001170,SC5D,degrading,nan,nan,nan
12379,HMDB0000252,ASAH2,degrading,nan,nan,nan
12380,HMDB0002111,ASAH2,degrading,nan,nan,nan
12381,HMDB0002111,USP27X,degrading,unknown,unknown,irreversible
12382,HMDB0002111,USP17L24,degrading,unknown,unknown,irreversible
12383,HMDB0000285,POLR2E,degrading,nan,nan,nan
12384,HMDB0000082,POLR2E,degrading,nan,nan,nan
12385,HMDB0001273,POLR2E,degrading,nan,nan,nan
12386,HMDB0000250,POLR2E,degrading,nan,nan,nan
12387,HMDB0000538,POLR2E,degrading,nan,nan,nan
12388,HMDB0000051,ASPDH,degrading,nan,nan,nan
12389,HMDB0000223,ASPDH,degrading,nan,nan,nan
12390,HMDB0002111,ASPDH,degrading,nan,nan,nan
12391,HMDB0000191,ASPDH,degrading,nan,nan,nan
12392,HMDB0002111,CA8,producing,nan,nan,nan
12393,HMDB0001967,CA8,producing,nan,nan,nan
12394,HMDB0000595,CA8,degrading,nan,nan,nan
12395,HMDB0000086,PLA2G15,degrading,nan,nan,nan
12396,HMDB0002111,PLA2G15,degrading,nan,nan,nan
12397,HMDB0000939,FTSJ1,degrading,nan,nan,nan
12398,HMDB0001185,FTSJ1,degrading,nan,nan,nan
12399,HMDB0000061,HS3ST4,degrading,nan,nan,nan
12400,HMDB0001134,HS3ST4,degrading,nan,nan,nan
12401,HMDB0000868,XYLB,producing,nan,nan,nan
12402,HMDB0001341,XYLB,producing,nan,nan,nan
12403,HMDB0001644,XYLB,degrading,nan,nan,nan
12404,HMDB0000538,XYLB,degrading,nan,nan,nan
12405,HMDB0003876,GPX1,producing,nan,nan,nan
12406,HMDB0004244,GPX1,degrading,nan,nan,nan
12407,HMDB0011134,GPX1,producing,nan,nan,nan
12408,HMDB0001193,GPX1,degrading,nan,nan,nan
12409,HMDB0002111,GPX1,producing,nan,nan,nan
12410,HMDB0003337,GPX1,producing,nan,nan,nan
12411,HMDB0003125,GPX1,degrading,nan,nan,nan
12412,HMDB0000125,GPX1,degrading,nan,nan,nan
12413,HMDB0001484,AACS,producing,nan,nan,nan
12414,HMDB0000250,AACS,producing,nan,nan,nan
12415,HMDB0000045,AACS,producing,nan,nan,nan
12416,HMDB0001423,AACS,degrading,nan,nan,nan
12417,HMDB0000060,AACS,degrading,nan,nan,nan
12418,HMDB0000538,AACS,degrading,nan,nan,nan
12419,HMDB0001429,NAV2,producing,nan,nan,nan
12420,HMDB0001341,NAV2,producing,nan,nan,nan
12421,HMDB0002111,NAV2,degrading,nan,nan,nan
12422,HMDB0000538,NAV2,degrading,nan,nan,nan
12423,HMDB0001423,PIGW,degrading,nan,nan,nan
12424,HMDB0001338,PIGW,degrading,nan,nan,nan
12425,HMDB0000002,DHPS,degrading,nan,nan,nan
12426,HMDB0001257,DHPS,degrading,nan,nan,nan
12427,HMDB0001423,KAT8,degrading,nan,nan,nan
12428,HMDB0001206,KAT8,degrading,nan,nan,nan
12429,HMDB0001121,MTMR1,producing,nan,nan,nan
12430,HMDB0001129,MTMR1,degrading,nan,nan,nan
12431,HMDB0000660,MTMR1,producing,nan,nan,nan
12432,HMDB0006800,MTMR1,degrading,nan,nan,nan
12433,HMDB0000902,MTMR1,producing,nan,nan,nan
12434,HMDB0001429,MTMR1,producing,nan,nan,nan
12435,HMDB0002111,MTMR1,degrading,nan,nan,nan
12436,HMDB0000217,MTMR1,degrading,nan,nan,nan
12437,HMDB0001429,DDX4,producing,nan,nan,nan
12438,HMDB0001341,DDX4,producing,nan,nan,nan
12439,HMDB0002111,DDX4,degrading,nan,nan,nan
12440,HMDB0000538,DDX4,degrading,nan,nan,nan
12441,HMDB0000221,AKR1E2,producing,nan,nan,nan
12442,HMDB0041561,AKR1E2,producing,nan,nan,nan
12443,HMDB0000217,AKR1E2,degrading,nan,nan,nan
12444,HMDB0002712,AKR1E2,degrading,nan,nan,nan
12445,HMDB0000250,POLG,degrading,nan,nan,nan
12446,HMDB0002111,POLG,degrading,unknown,unknown,irreversible
12447,HMDB0001429,POLG,producing,unknown,unknown,irreversible
12448,HMDB0001423,ABHD5,degrading,nan,nan,nan
12449,HMDB0060498,UGT1A5,producing,nan,nan,nan
12450,HMDB0060383,UGT1A5,producing,nan,nan,nan
12451,HMDB0041809,UGT1A5,degrading,nan,nan,nan
12452,HMDB0000127,UGT1A5,producing,nan,nan,nan
12453,HMDB0002111,UGT1A5,degrading,nan,nan,nan
12454,HMDB0041937,UGT1A5,producing,nan,nan,nan
12455,HMDB0041936,UGT1A5,producing,nan,nan,nan
12456,HMDB0014440,UGT1A5,degrading,nan,nan,nan
12457,HMDB0060464,UGT1A5,producing,nan,nan,nan
12458,HMDB0004995,UGT1A5,degrading,nan,nan,nan
12459,HMDB0060511,UGT1A5,producing,nan,nan,nan
12460,HMDB0060510,UGT1A5,degrading,nan,nan,nan
12461,HMDB0042049,UGT1A5,producing,nan,nan,nan
12462,HMDB0041796,UGT1A5,degrading,nan,nan,nan
12463,HMDB0006766,UGT1A5,producing,nan,nan,nan
12464,HMDB0000153,UGT1A5,degrading,nan,nan,nan
12465,HMDB0006765,UGT1A5,producing,nan,nan,nan
12466,HMDB0000405,UGT1A5,degrading,nan,nan,nan
12467,HMDB0004482,UGT1A5,producing,nan,nan,nan
12468,HMDB0000010,UGT1A5,degrading,nan,nan,nan
12469,HMDB0004484,UGT1A5,producing,nan,nan,nan
12470,HMDB0000490,UGT1A5,degrading,nan,nan,nan
12471,HMDB0006224,UGT1A5,producing,nan,nan,nan
12472,HMDB0000151,UGT1A5,degrading,nan,nan,nan
12473,HMDB0003141,UGT1A5,producing,nan,nan,nan
12474,HMDB0001852,UGT1A5,degrading,nan,nan,nan
12475,HMDB0003193,UGT1A5,producing,nan,nan,nan
12476,HMDB0000234,UGT1A5,degrading,nan,nan,nan
12477,HMDB0002829,UGT1A5,producing,nan,nan,nan
12478,HMDB0000031,UGT1A5,degrading,nan,nan,nan
12479,HMDB0003325,UGT1A5,producing,nan,nan,nan
12480,HMDB0000054,UGT1A5,degrading,nan,nan,nan
12481,HMDB0004483,UGT1A5,producing,nan,nan,nan
12482,HMDB0000145,UGT1A5,degrading,nan,nan,nan
12483,HMDB0000295,UGT1A5,degrading,nan,nan,nan
12484,HMDB0000935,UGT1A5,degrading,nan,nan,nan
12485,HMDB0000122,GANC,producing,nan,nan,nan
12486,HMDB0000660,GANC,producing,nan,nan,nan
12487,HMDB0000258,GANC,degrading,nan,nan,nan
12488,HMDB0003345,GANC,producing,nan,nan,nan
12489,HMDB0002111,GANC,degrading,nan,nan,nan
12490,HMDB0000163,GANC,degrading,nan,nan,nan
12491,HMDB0000295,GALNT12,degrading,nan,nan,nan
12492,HMDB0060522,GALNT12,degrading,nan,nan,nan
12493,HMDB0000148,OAT,producing,nan,nan,nan
12494,HMDB0000208,OAT,degrading,nan,nan,nan
12495,HMDB0002104,OAT,degrading,nan,nan,nan
12496,HMDB0000214,OAT,degrading,nan,nan,nan
12497,HMDB0001429,PTPN9,degrading,nan,nan,nan
12498,HMDB0002111,PTPN9,degrading,nan,nan,nan
12499,HMDB0001429,DDX52,producing,nan,nan,nan
12500,HMDB0001341,DDX52,producing,nan,nan,nan
12501,HMDB0002111,DDX52,degrading,nan,nan,nan
12502,HMDB0000538,DDX52,degrading,nan,nan,nan
12503,HMDB0006709,MT-ND3,degrading,nan,nan,nan
12504,HMDB0001304,MT-ND3,degrading,nan,nan,nan
12505,HMDB0001072,MT-ND3,degrading,nan,nan,nan
12506,HMDB0002012,MT-ND3,degrading,unknown,unknown,irreversible
12507,HMDB0001487,MT-ND3,degrading,unknown,unknown,irreversible
12508,HMDB0059661,MT-ND3,producing,unknown,unknown,irreversible
12509,HMDB0000902,MT-ND3,producing,unknown,unknown,irreversible
12510,HMDB0001423,GPAT4,degrading,nan,nan,nan
12511,HMDB0000126,GPAT4,degrading,nan,nan,nan
12512,HMDB0059660,TMEM86B,degrading,nan,nan,nan
12513,HMDB0000086,TMEM86B,degrading,nan,nan,nan
12514,HMDB0002111,TMEM86B,degrading,nan,nan,nan
12515,HMDB0000125,GSS,producing,nan,nan,nan
12516,HMDB0001429,GSS,producing,nan,nan,nan
12517,HMDB0001341,GSS,producing,nan,nan,nan
12518,HMDB0000123,GSS,degrading,nan,nan,nan
12519,HMDB0001049,GSS,degrading,nan,nan,nan
12520,HMDB0000538,GSS,degrading,nan,nan,nan
12521,HMDB0000169,MAN1B1,degrading,nan,nan,nan
12522,HMDB0002111,MAN1B1,degrading,nan,nan,nan
12523,HMDB0000051,TGM1,degrading,nan,nan,nan
12524,HMDB0001429,FBH1,producing,nan,nan,nan
12525,HMDB0001341,FBH1,producing,nan,nan,nan
12526,HMDB0002111,FBH1,degrading,nan,nan,nan
12527,HMDB0000538,FBH1,degrading,nan,nan,nan
12528,HMDB0000295,GALNT4,degrading,nan,nan,nan
12529,HMDB0060522,GALNT4,degrading,nan,nan,nan
12530,HMDB0000250,HARS1,producing,nan,nan,nan
12531,HMDB0000045,HARS1,degrading,nan,nan,nan
12532,HMDB0000177,HARS1,degrading,nan,nan,nan
12533,HMDB0000538,HARS1,degrading,nan,nan,nan
12534,HMDB0060431,MGST2,producing,nan,nan,nan
12535,HMDB0006558,MGST2,degrading,nan,nan,nan
12536,HMDB0060387,MGST2,producing,nan,nan,nan
12537,HMDB0060433,MGST2,degrading,nan,nan,nan
12538,HMDB0060507,MGST2,producing,nan,nan,nan
12539,HMDB0060344,MGST2,degrading,nan,nan,nan
12540,HMDB0002500,MGST2,producing,nan,nan,nan
12541,HMDB0060479,MGST2,producing,nan,nan,nan
12542,HMDB0059597,MGST2,degrading,nan,nan,nan
12543,HMDB0060334,MGST2,degrading,nan,nan,nan
12544,HMDB0060504,MGST2,producing,nan,nan,nan
12545,HMDB0029593,MGST2,degrading,nan,nan,nan
12546,HMDB0060343,MGST2,producing,nan,nan,nan
12547,HMDB0060505,MGST2,producing,nan,nan,nan
12548,HMDB0060452,MGST2,degrading,nan,nan,nan
12549,HMDB0002306,MGST2,producing,nan,nan,nan
12550,HMDB0060342,MGST2,producing,nan,nan,nan
12551,HMDB0060333,MGST2,degrading,nan,nan,nan
12552,HMDB0060506,MGST2,producing,nan,nan,nan
12553,HMDB0060357,MGST2,degrading,nan,nan,nan
12554,HMDB0002111,MGST2,producing,nan,nan,nan
12555,HMDB0060423,MGST2,producing,nan,nan,nan
12556,HMDB0060438,MGST2,degrading,nan,nan,nan
12557,HMDB0060391,MGST2,producing,nan,nan,nan
12558,HMDB0060091,MGST2,degrading,nan,nan,nan
12559,HMDB0060358,MGST2,producing,nan,nan,nan
12560,HMDB0060446,MGST2,degrading,nan,nan,nan
12561,HMDB0060381,MGST2,producing,nan,nan,nan
12562,HMDB0060448,MGST2,degrading,nan,nan,nan
12563,HMDB0060326,MGST2,producing,nan,nan,nan
12564,HMDB0060327,MGST2,producing,nan,nan,nan
12565,HMDB0060331,MGST2,degrading,nan,nan,nan
12566,HMDB0060329,MGST2,producing,nan,nan,nan
12567,HMDB0060330,MGST2,producing,nan,nan,nan
12568,HMDB0060332,MGST2,degrading,nan,nan,nan
12569,HMDB0060302,MGST2,producing,nan,nan,nan
12570,HMDB0060299,MGST2,producing,nan,nan,nan
12571,HMDB0060301,MGST2,degrading,nan,nan,nan
12572,HMDB0060300,MGST2,producing,nan,nan,nan
12573,HMDB0006215,MGST2,degrading,nan,nan,nan
12574,HMDB0000125,MGST2,degrading,nan,nan,nan
12575,HMDB0000285,POLR1F,degrading,nan,nan,nan
12576,HMDB0000082,POLR1F,degrading,nan,nan,nan
12577,HMDB0001273,POLR1F,degrading,nan,nan,nan
12578,HMDB0000250,POLR1F,degrading,nan,nan,nan
12579,HMDB0000538,POLR1F,degrading,nan,nan,nan
12580,HMDB0001429,ATP13A3,producing,nan,nan,nan
12581,HMDB0001341,ATP13A3,producing,nan,nan,nan
12582,HMDB0002111,ATP13A3,degrading,nan,nan,nan
12583,HMDB0000538,ATP13A3,degrading,nan,nan,nan
12584,HMDB0000295,B3GALNT1,degrading,nan,nan,nan
12585,HMDB0060522,B3GALNT1,degrading,nan,nan,nan
12586,HMDB0003971,PFKFB1,producing,nan,nan,nan
12587,HMDB0001341,PFKFB1,producing,nan,nan,nan
12588,HMDB0000538,PFKFB1,degrading,nan,nan,nan
12589,HMDB0001429,PFKFB1,producing,nan,nan,nan
12590,HMDB0000124,PFKFB1,producing,nan,nan,nan
12591,HMDB0002111,PFKFB1,degrading,nan,nan,nan
12592,HMDB0001047,PFKFB1,degrading,nan,nan,nan
12593,HMDB0001338,ACSL5,producing,nan,nan,nan
12594,HMDB0000220,ACSL5,degrading,nan,nan,nan
12595,HMDB0000250,ACSL5,producing,nan,nan,nan
12596,HMDB0000045,ACSL5,degrading,nan,nan,nan
12597,HMDB0001423,ACSL5,degrading,nan,nan,nan
12598,HMDB0000538,ACSL5,degrading,nan,nan,nan
12599,HMDB0000295,MGAT3,degrading,nan,nan,nan
12600,HMDB0000290,MGAT3,degrading,nan,nan,nan
12601,HMDB0000250,UBE2U,degrading,nan,nan,nan
12602,HMDB0000045,UBE2U,degrading,nan,nan,nan
12603,HMDB0000538,UBE2U,degrading,nan,nan,nan
12604,HMDB0001429,MFN2,producing,nan,nan,nan
12605,HMDB0001201,MFN2,producing,nan,nan,nan
12606,HMDB0002111,MFN2,degrading,nan,nan,nan
12607,HMDB0001273,MFN2,degrading,nan,nan,nan
12608,HMDB0060501,PEMT,degrading,nan,nan,nan
12609,HMDB0000216,PEMT,degrading,unknown,unknown,irreversible
12610,HMDB0001185,PEMT,degrading,unknown,unknown,irreversible
12611,HMDB0000068,PEMT,producing,unknown,unknown,irreversible
12612,HMDB0000939,PEMT,producing,unknown,unknown,irreversible
12613,HMDB0059597,PEMT,producing,unknown,unknown,irreversible
12614,HMDB0000068,PNMT,producing,nan,nan,nan
12615,HMDB0000216,PNMT,degrading,nan,nan,nan
12616,HMDB0001387,PNMT,producing,nan,nan,nan
12617,HMDB0000939,PNMT,producing,nan,nan,nan
12618,HMDB0001065,PNMT,degrading,nan,nan,nan
12619,HMDB0001185,PNMT,degrading,nan,nan,nan
12620,HMDB0001206,LPCAT2,degrading,nan,nan,nan
12621,HMDB0001423,LPCAT2,degrading,nan,nan,nan
12622,HMDB0001423,CLOCK,degrading,nan,nan,nan
12623,HMDB0001206,CLOCK,degrading,nan,nan,nan
12624,HMDB0001429,DUSP15,degrading,nan,nan,nan
12625,HMDB0002111,DUSP15,degrading,nan,nan,nan
12626,HMDB0001368,LDHB,producing,nan,nan,nan
12627,HMDB0002127,LDHB,degrading,nan,nan,nan
12628,HMDB0000005,LDHB,producing,nan,nan,nan
12629,HMDB0000008,LDHB,degrading,nan,nan,nan
12630,HMDB0059597,LDHB,producing,nan,nan,nan
12631,HMDB0001487,LDHB,producing,nan,nan,nan
12632,HMDB0000243,LDHB,producing,nan,nan,nan
12633,HMDB0000902,LDHB,degrading,nan,nan,nan
12634,HMDB0000190,LDHB,degrading,nan,nan,nan
12635,HMDB0001967,ALAS1,producing,nan,nan,nan
12636,HMDB0001423,ALAS1,producing,nan,nan,nan
12637,HMDB0001149,ALAS1,producing,nan,nan,nan
12638,HMDB0000123,ALAS1,degrading,nan,nan,nan
12639,HMDB0001022,ALAS1,degrading,nan,nan,nan
12640,HMDB0002985,GDPD2,producing,nan,nan,nan
12641,HMDB0000131,GDPD2,producing,nan,nan,nan
12642,HMDB0002111,GDPD2,degrading,nan,nan,nan
12643,HMDB0011649,GDPD2,degrading,nan,nan,nan
12644,HMDB0059597,KMO,degrading,nan,nan,nan
12645,HMDB0002111,KMO,producing,nan,nan,nan
12646,HMDB0000217,KMO,producing,nan,nan,nan
12647,HMDB0011631,KMO,producing,nan,nan,nan
12648,HMDB0001377,KMO,degrading,nan,nan,nan
12649,HMDB0000221,KMO,degrading,nan,nan,nan
12650,HMDB0000684,KMO,degrading,nan,nan,nan
12651,HMDB0003419,HACL1,producing,nan,nan,nan
12652,HMDB0001958,HACL1,producing,nan,nan,nan
12653,HMDB0001295,HACL1,degrading,nan,nan,nan
12654,HMDB0007788,PLCB3,producing,nan,nan,nan
12655,HMDB0001498,PLCB3,degrading,nan,nan,nan
12656,HMDB0002111,PLCB3,degrading,nan,nan,nan
12657,HMDB0000095,CDIPT,degrading,nan,nan,nan
12658,HMDB0000211,CDIPT,degrading,nan,nan,nan
12659,HMDB0002111,TGDS,producing,nan,nan,nan
12660,HMDB0001399,TGDS,producing,nan,nan,nan
12661,HMDB0001328,TGDS,degrading,nan,nan,nan
12662,HMDB0001429,INO80,producing,nan,nan,nan
12663,HMDB0001341,INO80,producing,nan,nan,nan
12664,HMDB0002111,INO80,degrading,nan,nan,nan
12665,HMDB0000538,INO80,degrading,nan,nan,nan
12666,HMDB0000131,LIPE,degrading,nan,nan,nan
12667,HMDB0002111,LIPE,degrading,nan,nan,nan
12668,HMDB0007788,LIPE,degrading,nan,nan,nan
12669,HMDB0003537,NME7,producing,nan,nan,nan
12670,HMDB0003536,NME7,degrading,nan,nan,nan
12671,HMDB0001191,NME7,producing,nan,nan,nan
12672,HMDB0001000,NME7,degrading,nan,nan,nan
12673,HMDB0000998,NME7,producing,nan,nan,nan
12674,HMDB0001245,NME7,degrading,nan,nan,nan
12675,HMDB0001342,NME7,producing,nan,nan,nan
12676,HMDB0001274,NME7,degrading,nan,nan,nan
12677,HMDB0001440,NME7,producing,nan,nan,nan
12678,HMDB0000960,NME7,degrading,nan,nan,nan
12679,HMDB0001532,NME7,producing,nan,nan,nan
12680,HMDB0001508,NME7,degrading,nan,nan,nan
12681,HMDB0000189,NME7,producing,nan,nan,nan
12682,HMDB0003335,NME7,degrading,nan,nan,nan
12683,HMDB0000082,NME7,producing,nan,nan,nan
12684,HMDB0001546,NME7,degrading,nan,nan,nan
12685,HMDB0001273,NME7,producing,nan,nan,nan
12686,HMDB0001201,NME7,degrading,nan,nan,nan
12687,HMDB0000285,NME7,producing,nan,nan,nan
12688,HMDB0000295,NME7,degrading,nan,nan,nan
12689,HMDB0001341,NME7,degrading,nan,nan,nan
12690,HMDB0000538,NME7,degrading,nan,nan,nan
12691,HMDB0000250,YARS2,producing,nan,nan,nan
12692,HMDB0000045,YARS2,degrading,nan,nan,nan
12693,HMDB0000158,YARS2,degrading,nan,nan,nan
12694,HMDB0000538,YARS2,degrading,nan,nan,nan
12695,HMDB0059597,NOS3,degrading,nan,nan,nan
12696,HMDB0004224,NOS3,degrading,nan,nan,nan
12697,HMDB0002111,NOS3,producing,nan,nan,nan
12698,HMDB0000217,NOS3,producing,nan,nan,nan
12699,HMDB0003378,NOS3,producing,nan,nan,nan
12700,HMDB0000904,NOS3,producing,nan,nan,nan
12701,HMDB0001377,NOS3,degrading,nan,nan,nan
12702,HMDB0000221,NOS3,degrading,nan,nan,nan
12703,HMDB0000517,NOS3,degrading,nan,nan,nan
12704,HMDB0000250,ERVK-9,degrading,nan,nan,nan
12705,HMDB0000194,CARNS1,producing,nan,nan,nan
12706,HMDB0000479,CARNS1,degrading,nan,nan,nan
12707,HMDB0000745,CARNS1,producing,nan,nan,nan
12708,HMDB0000112,CARNS1,degrading,nan,nan,nan
12709,HMDB0060441,CARNS1,producing,nan,nan,nan
12710,HMDB0000517,CARNS1,degrading,nan,nan,nan
12711,HMDB0060442,CARNS1,producing,nan,nan,nan
12712,HMDB0000250,CARNS1,producing,nan,nan,nan
12713,HMDB0000045,CARNS1,producing,nan,nan,nan
12714,HMDB0000182,CARNS1,degrading,nan,nan,nan
12715,HMDB0000033,CARNS1,producing,nan,nan,nan
12716,HMDB0001429,CARNS1,producing,nan,nan,nan
12717,HMDB0001341,CARNS1,producing,nan,nan,nan
12718,HMDB0000056,CARNS1,degrading,nan,nan,nan
12719,HMDB0000177,CARNS1,degrading,nan,nan,nan
12720,HMDB0000538,CARNS1,degrading,nan,nan,nan
12721,HMDB0059656,SIRT1,producing,nan,nan,nan
12722,HMDB0001406,SIRT1,degrading,nan,nan,nan
12723,HMDB0000902,SIRT1,degrading,nan,nan,nan
12724,HMDB0002064,SAT1,producing,nan,nan,nan
12725,HMDB0001414,SAT1,degrading,nan,nan,nan
12726,HMDB0001423,SAT1,degrading,nan,nan,nan
12727,HMDB0001206,SAT1,degrading,nan,nan,nan
12728,HMDB0002111,CES3,degrading,nan,nan,nan
12729,HMDB0001511,CKB,producing,nan,nan,nan
12730,HMDB0001341,CKB,producing,nan,nan,nan
12731,HMDB0000064,CKB,degrading,nan,nan,nan
