HMDB,GENE,direction,Source
HMDB0000189,NME2,degrading,Recon
HMDB0000189,NME1,degrading,Recon
HMDB0000189,NME6,degrading,Recon
HMDB0000189,NME7,degrading,Recon
HMDB0001341,PGK1,degrading,Recon
HMDB0001341,MIA3,degrading,Recon
HMDB0001341,PGK2,degrading,Recon
HMDB0001270,PGK1,degrading,Recon
HMDB0001270,MIA3,degrading,Recon
HMDB0001270,PGK2,degrading,Recon
HMDB0001341,CMPK1,degrading,Recon
HMDB0000295,CMPK1,degrading,Recon
HMDB0001341,AK4,degrading,Recon
HMDB0001341,AK2,degrading,Recon
HMDB0001341,AK7,degrading,Recon
HMDB0001341,AK1,degrading,Recon
HMDB0001341,,degrading,Recon
HMDB0001508,AK4,degrading,Recon
HMDB0001508,AK2,degrading,Recon
HMDB0001508,AK5,degrading,Recon
HMDB0001508,AK7,degrading,Recon
HMDB0001508,AK1,degrading,Recon
HMDB0001508,,degrading,Recon
HMDB0001546,CMPK1,degrading,Recon
HMDB0001245,CMPK1,degrading,Recon
HMDB0001341,BCKDK,degrading,Recon
HMDB0004666,PLPP1,degrading,Recon
HMDB0004666,PLPP3,degrading,Recon
HMDB0000827,ACOT8,degrading,Recon
HMDB0002212,ACOT8,degrading,Recon
HMDB0002212,ACOT4,degrading,Recon
HMDB0000944,ACOT8,degrading,Recon
HMDB0000944,ACOT4,degrading,Recon
HMDB0002003,ACOT8,degrading,Recon
HMDB0002003,ACOT4,degrading,Recon
HMDB0000619,BAAT,degrading,Recon
HMDB0000619,ACOT8,degrading,Recon
HMDB0000619,ACOT4,degrading,Recon
HMDB0000518,BAAT,degrading,Recon
HMDB0000518,ACOT8,degrading,Recon
HMDB0000518,ACOT4,degrading,Recon
HMDB0000045,BAAT,degrading,Recon
HMDB0000698,BAAT,degrading,Recon
HMDB0000237,ACOT8,degrading,Recon
HMDB0000237,ACOT4,degrading,Recon
HMDB0013032,ACOT8,degrading,Recon
HMDB0013032,ACOT4,degrading,Recon
HMDB0012607,BAAT,degrading,Recon
HMDB0012607,ACOT8,degrading,Recon
HMDB0012607,ACOT4,degrading,Recon
HMDB0012575,BAAT,degrading,Recon
HMDB0012575,ACOT8,degrading,Recon
HMDB0012575,ACOT4,degrading,Recon
HMDB0303997,HSD17B4,degrading,Recon
HMDB0000243,GPT,degrading,Recon
HMDB0000243,GPT2,degrading,Recon
HMDB0000148,GPT,degrading,Recon
HMDB0000148,GPT2,degrading,Recon
HMDB0000243,PKM,degrading,Recon
HMDB0001342,PKM,degrading,Recon
HMDB0000221,ALDH3A1,degrading,Recon
HMDB0000221,ALDH3B2,degrading,Recon
HMDB0000221,ALDH3B1,degrading,Recon
HMDB0001336,ALDH3A1,degrading,Recon
HMDB0001336,ALDH3B2,degrading,Recon
HMDB0001336,ALDH3B1,degrading,Recon
HMDB0001866,ALDH3B2,degrading,Recon
HMDB0001866,ALDH3B1,degrading,Recon
HMDB0000221,ALDH1A3,degrading,Recon
HMDB0000291,ALDH3A1,degrading,Recon
HMDB0000291,ALDH3B2,degrading,Recon
HMDB0000291,ALDH1A3,degrading,Recon
HMDB0000291,ALDH3B1,degrading,Recon
HMDB0000020,ALDH3A1,degrading,Recon
HMDB0000020,ALDH3B2,degrading,Recon
HMDB0000020,ALDH1A3,degrading,Recon
HMDB0000020,ALDH3B1,degrading,Recon
HMDB0000209,ALDH3A1,degrading,Recon
HMDB0000209,ALDH3B2,degrading,Recon
HMDB0000209,ALDH1A3,degrading,Recon
HMDB0000209,ALDH3B1,degrading,Recon
HMDB0000043,ALDH7A1,degrading,Recon
HMDB0062585,PYCR1,degrading,Recon
HMDB0062585,PYCR2,degrading,Recon
HMDB0001354,MTHFR,degrading,Recon
HMDB0000221,DIO3,degrading,Recon
HMDB0000265,DIO3,degrading,Recon
HMDB0060074,DIO2,degrading,Recon
HMDB0060074,DIO1,degrading,Recon
HMDB0000248,DIO2,degrading,Recon
HMDB0000248,DIO1,degrading,Recon
HMDB0000221,POR,degrading,Recon
HMDB0001217,HSD17B7,degrading,Recon
HMDB0001442,CBR1,degrading,Recon
HMDB0000107,AKR1A1,degrading,Recon
HMDB0000107,AKR1B1,degrading,Recon
HMDB0000217,HSD17B1,degrading,Recon
HMDB0000151,HSD17B1,degrading,Recon
HMDB0000151,HSD17B8,degrading,Recon
HMDB0000217,DCXR,degrading,Recon
HMDB0002917,DCXR,degrading,Recon
HMDB0000217,RPL14,degrading,Recon
HMDB0004258,RPL14,degrading,Recon
HMDB0006840,TM7SF2,degrading,Recon
HMDB0012504,CBR1,degrading,Recon
HMDB0012504,CBR3,degrading,Recon
HMDB0012633,CBR1,degrading,Recon
HMDB0012633,CBR3,degrading,Recon
HMDB0000217,HSD17B10,degrading,Recon
HMDB0002137,HSD17B10,degrading,Recon
HMDB0000217,DHFR,degrading,Recon
HMDB0001846,DHFR,degrading,Recon
HMDB0000217,HPGD,degrading,Recon
HMDB0005088,CBR1,degrading,Recon
HMDB0005088,CBR3,degrading,Recon
HMDB0013045,HPGD,degrading,Recon
HMDB0000217,AKR1D1,degrading,Recon
HMDB0000899,AKR1D1,degrading,Recon
HMDB0002917,AKR1B1,degrading,Recon
HMDB0002917,AKR1B10,degrading,Recon
HMDB0000061,TPST2,degrading,Recon
HMDB0000061,TPST1,degrading,Recon
HMDB0002057,TYMP,degrading,Recon
HMDB0000262,TYMP,degrading,Recon
HMDB0002057,PNP,degrading,Recon
HMDB0002057,UPP2,degrading,Recon
HMDB0000300,PNP,degrading,Recon
HMDB0000300,UPP2,degrading,Recon
HMDB0000034,PNP,degrading,Recon
HMDB0000132,PNP,degrading,Recon
HMDB0000157,PNP,degrading,Recon
HMDB0001487,ALDH3B2,degrading,Recon
HMDB0001487,ALDH1A3,degrading,Recon
HMDB0001487,ALDH3B1,degrading,Recon
HMDB0000118,ALDH3A1,degrading,Recon
HMDB0000118,ALDH3B2,degrading,Recon
HMDB0000118,ALDH1A3,degrading,Recon
HMDB0000118,ALDH3B1,degrading,Recon
HMDB0001487,PYCR2,degrading,Recon
HMDB0000202,ALDH1B1,degrading,Recon
HMDB0000202,ALDH2,degrading,Recon
HMDB0000202,ALDH7A1,degrading,Recon
HMDB0000202,ALDH9A1,degrading,Recon
HMDB0000202,ALDH3A2,degrading,Recon
HMDB0000359,ALDH1B1,degrading,Recon
HMDB0000359,ALDH2,degrading,Recon
HMDB0000359,ALDH7A1,degrading,Recon
HMDB0000359,ALDH9A1,degrading,Recon
HMDB0000359,ALDH3A2,degrading,Recon
HMDB0000763,ALDH1B1,degrading,Recon
HMDB0000763,ALDH2,degrading,Recon
HMDB0000763,ALDH7A1,degrading,Recon
HMDB0000763,ALDH9A1,degrading,Recon
HMDB0000763,ALDH3A2,degrading,Recon
HMDB0006059,ALDH3A1,degrading,Recon
HMDB0006059,ALDH9A1,degrading,Recon
HMDB0000139,ALDH1B1,degrading,Recon
HMDB0000139,ALDH2,degrading,Recon
HMDB0000139,ALDH7A1,degrading,Recon
HMDB0000139,ALDH9A1,degrading,Recon
HMDB0000139,ALDH3A2,degrading,Recon
HMDB0001487,MTHFR,degrading,Recon
HMDB0001487,MTHFD2,degrading,Recon
HMDB0001487,MTHFD2P1,degrading,Recon
HMDB0001487,MTHFD2L,degrading,Recon
HMDB0000318,ADH6,degrading,Recon
HMDB0000318,ADH4,degrading,Recon
HMDB0000318,ADH1B,degrading,Recon
HMDB0000318,ADH1A,degrading,Recon
HMDB0000318,ADH7,degrading,Recon
HMDB0000318,ADH1C,degrading,Recon
HMDB0000318,ADH5,degrading,Recon
HMDB0000318,ADHFE1,degrading,Recon
HMDB0000902,NMNAT3,degrading,Recon
HMDB0000902,NMNAT2,degrading,Recon
HMDB0000902,PTGR1,degrading,Recon
HMDB0000902,HSD17B12,degrading,Recon
HMDB0000902,TECRL,degrading,Recon
HMDB0004385,HPGD,degrading,Recon
HMDB0000902,NQO1,degrading,Recon
HMDB0000902,NQO2,degrading,Recon
HMDB0003555,NQO2,degrading,Recon
HMDB0000095,ENTPD1,degrading,Recon
HMDB0000095,ENTPD3,degrading,Recon
HMDB0000095,ENTPD8,degrading,Recon
HMDB0001044,ITPA,degrading,Recon
HMDB0001227,ENTPD1,degrading,Recon
HMDB0001227,ENTPD3,degrading,Recon
HMDB0001227,ENTPD8,degrading,Recon
HMDB0060282,CNP,degrading,Recon
HMDB0001487,ALDH4A1,degrading,Recon
HMDB0000148,ALDH4A1,degrading,Recon
HMDB0001487,ALDH5A1,degrading,Recon
HMDB0000254,ALDH5A1,degrading,Recon
HMDB0001866,ALDH3A1,degrading,Recon
HMDB0001866,ALDH1A3,degrading,Recon
HMDB0001487,DBT,degrading,Recon
HMDB0001487,BCKDHB,degrading,Recon
HMDB0001487,BCKDHA,degrading,Recon
HMDB0001275,DLD,degrading,Recon
HMDB0001275,DBT,degrading,Recon
HMDB0001275,BCKDHB,degrading,Recon
HMDB0001275,BCKDHA,degrading,Recon
HMDB0006059,ALDH1B1,degrading,Recon
HMDB0006059,ALDH2,degrading,Recon
HMDB0006059,ALDH7A1,degrading,Recon
HMDB0002961,HSD3B1,degrading,Recon
HMDB0002961,HSD3B2,degrading,Recon
HMDB0303997,HSD17B10,degrading,Recon
HMDB0303997,HADH,degrading,Recon
HMDB0000225,AADAT,degrading,Recon
HMDB0001423,GCAT,degrading,Recon
HMDB0006454,GCAT,degrading,Recon
HMDB0001423,MCAT,degrading,Recon
HMDB0001423,ALAS2,degrading,Recon
HMDB0001423,ALAS1,degrading,Recon
HMDB0001177,DLST,degrading,Recon
HMDB0003939,HADHB,degrading,Recon
HMDB0003939,ACAA2,degrading,Recon
HMDB0003937,HADHB,degrading,Recon
HMDB0003937,ACAA2,degrading,Recon
HMDB0006868,BCKDHB,degrading,Recon
HMDB0006317,CRAT,degrading,Recon
HMDB0001149,ALAS2,degrading,Recon
HMDB0001149,ALAS1,degrading,Recon
HMDB0002009,GCDH,degrading,Recon
HMDB0059661,GCDH,degrading,Recon
HMDB0001416,PPCDC,degrading,Recon
HMDB0001185,PCMT1,degrading,Recon
HMDB0001185,TPMT,degrading,Recon
HMDB0015167,TPMT,degrading,Recon
HMDB0001185,CMTR1,degrading,Recon
HMDB0001185,METTL3,degrading,Recon
HMDB0001185,TRMT11,degrading,Recon
HMDB0001185,TRMT1,degrading,Recon
HMDB0001185,TRMT1L,degrading,Recon
HMDB0001185,METTL1,degrading,Recon
HMDB0001185,TRMU,degrading,Recon
HMDB0001185,DPH5,degrading,Recon
HMDB0011655,DPH5,degrading,Recon
HMDB0000939,INMT,degrading,Recon
HMDB0041842,INMT,degrading,Recon
HMDB0000939,RNMT,degrading,Recon
HMDB0000939,AS3MT,degrading,Recon
HMDB0012258,AS3MT,degrading,Recon
HMDB0000707,GOT2,degrading,Recon
HMDB0000707,TAT,degrading,Recon
HMDB0000148,GOT2,degrading,Recon
HMDB0000148,TAT,degrading,Recon
HMDB0000707,GOT1,degrading,Recon
HMDB0000148,GOT1,degrading,Recon
HMDB0001172,AGXT2,degrading,Recon
HMDB0001259,ABAT,degrading,Recon
HMDB0011111,ABAT,degrading,Recon
HMDB0001368,GOT2,degrading,Recon
HMDB0000148,BCAT2,degrading,Recon
HMDB0000491,BCAT2,degrading,Recon
HMDB0004045,GOT2,degrading,Recon
HMDB0000695,BCAT2,degrading,Recon
HMDB0000148,OAT,degrading,Recon
HMDB0002104,OAT,degrading,Recon
HMDB0000205,GOT2,degrading,Recon
HMDB0000205,TAT,degrading,Recon
HMDB0000019,BCAT2,degrading,Recon
HMDB0000269,ASAH1,degrading,Recon
HMDB0000269,ACER1,degrading,Recon
HMDB0000269,ACER3,degrading,Recon
HMDB0000269,ACER2,degrading,Recon
HMDB0000269,ASAH2,degrading,Recon
HMDB0001166,ECHDC2,degrading,Recon
HMDB0001368,GOT1,degrading,Recon
HMDB0004045,GOT1,degrading,Recon
HMDB0000078,GGT5,degrading,Recon
HMDB0000078,GGT1,degrading,Recon
HMDB0000078,GGTLC1,degrading,Recon
HMDB0000078,GGT2,degrading,Recon
HMDB0000078,LOC102724197,degrading,Recon
HMDB0000078,GGT7,degrading,Recon
HMDB0000078,GGT6,degrading,Recon
HMDB0000078,GGTLC2,degrading,Recon
HMDB0003080,GGT5,degrading,Recon
HMDB0003080,GGT1,degrading,Recon
HMDB0003080,GGTLC1,degrading,Recon
HMDB0003080,GGT2,degrading,Recon
HMDB0003080,LOC102724197,degrading,Recon
HMDB0003080,GGT7,degrading,Recon
HMDB0003080,GGT6,degrading,Recon
HMDB0003080,GGTLC2,degrading,Recon
HMDB0000223,GOT1,degrading,Recon
HMDB0000148,BCAT1,degrading,Recon
HMDB0000491,BCAT1,degrading,Recon
HMDB0000695,BCAT1,degrading,Recon
HMDB0000019,BCAT1,degrading,Recon
HMDB0000205,GOT1,degrading,Recon
HMDB0000148,ACY3,degrading,Recon
HMDB0000148,ACER3,degrading,Recon
HMDB0000148,SIRT2,degrading,Recon
HMDB0000148,SIRT6,degrading,Recon
HMDB0000148,SIRT1,degrading,Recon
HMDB0000148,SIRT5,degrading,Recon
HMDB0000148,OARD1,degrading,Recon
HMDB0000148,MACROD1,degrading,Recon
HMDB0000148,NAAA,degrading,Recon
HMDB0000148,SIRT3,degrading,Recon
HMDB0000148,NTAQ1,degrading,Recon
HMDB0000148,NTAN1,degrading,Recon
HMDB0000148,MACROD2,degrading,Recon
HMDB0000148,SIRT7,degrading,Recon
HMDB0000123,ACY3,degrading,Recon
HMDB0000123,ACER3,degrading,Recon
HMDB0000123,SIRT2,degrading,Recon
HMDB0000123,SIRT6,degrading,Recon
HMDB0000123,SIRT1,degrading,Recon
HMDB0000123,SIRT5,degrading,Recon
HMDB0000123,OARD1,degrading,Recon
HMDB0000123,MACROD1,degrading,Recon
HMDB0000123,NAAA,degrading,Recon
HMDB0000123,SIRT3,degrading,Recon
HMDB0000123,NTAQ1,degrading,Recon
HMDB0000123,NTAN1,degrading,Recon
HMDB0000123,MACROD2,degrading,Recon
HMDB0000123,SIRT7,degrading,Recon
HMDB0006321,CPT1B,degrading,Recon
HMDB0006321,CPT1C,degrading,Recon
HMDB0006321,CPT1A,degrading,Recon
HMDB0006460,CPT1B,degrading,Recon
HMDB0006460,CPT1C,degrading,Recon
HMDB0006460,CPT1A,degrading,Recon
HMDB0000222,CPT1B,degrading,Recon
HMDB0000222,CPT1C,degrading,Recon
HMDB0006317,CPT1B,degrading,Recon
HMDB0006317,CPT1C,degrading,Recon
HMDB0006317,CPT1A,degrading,Recon
HMDB0000848,CPT1B,degrading,Recon
HMDB0000848,CPT1C,degrading,Recon
HMDB0000848,CPT1A,degrading,Recon
HMDB0005065,CPT1B,degrading,Recon
HMDB0005065,CPT1C,degrading,Recon
HMDB0005065,CPT1A,degrading,Recon
HMDB0001423,CHAT,degrading,Recon
HMDB0000895,CHAT,degrading,Recon
HMDB0006464,CPT1B,degrading,Recon
HMDB0006464,CPT1C,degrading,Recon
HMDB0006464,CPT1A,degrading,Recon
HMDB0006347,CPT1B,degrading,Recon
HMDB0006347,CPT1C,degrading,Recon
HMDB0006347,CPT1A,degrading,Recon
HMDB0006210,CPT1B,degrading,Recon
HMDB0006210,CPT1C,degrading,Recon
HMDB0006210,CPT1A,degrading,Recon
HMDB0006469,CPT1B,degrading,Recon
HMDB0006469,CPT1C,degrading,Recon
HMDB0006469,CPT1A,degrading,Recon
HMDB0006319,CPT1B,degrading,Recon
HMDB0006319,CPT1C,degrading,Recon
HMDB0006319,CPT1A,degrading,Recon
HMDB0006318,CPT1B,degrading,Recon
HMDB0006318,CPT1C,degrading,Recon
HMDB0006318,CPT1A,degrading,Recon
HMDB0006463,CPT1B,degrading,Recon
HMDB0006463,CPT1C,degrading,Recon
HMDB0006463,CPT1A,degrading,Recon
HMDB0000138,BAAT,degrading,Recon
HMDB0000036,BAAT,degrading,Recon
HMDB0000637,BAAT,degrading,Recon
HMDB0000951,BAAT,degrading,Recon
HMDB0000651,CPT1B,degrading,Recon
HMDB0000651,CPT1C,degrading,Recon
HMDB0000651,CPT1A,degrading,Recon
HMDB0013205,CPT1B,degrading,Recon
HMDB0013205,CPT1C,degrading,Recon
HMDB0013205,CPT1A,degrading,Recon
HMDB0013325,CPT1B,degrading,Recon
HMDB0013325,CPT1C,degrading,Recon
HMDB0013325,CPT1A,degrading,Recon
HMDB0002014,CPT1B,degrading,Recon
HMDB0002014,CPT1C,degrading,Recon
HMDB0002014,CPT1A,degrading,Recon
HMDB0000712,CPT1B,degrading,Recon
HMDB0000712,CPT1C,degrading,Recon
HMDB0000712,CPT1A,degrading,Recon
HMDB0013336,CPT1B,degrading,Recon
HMDB0013336,CPT1C,degrading,Recon
HMDB0013336,CPT1A,degrading,Recon
HMDB0000824,CPT1B,degrading,Recon
HMDB0000824,CPT1C,degrading,Recon
HMDB0000824,CPT1A,degrading,Recon
HMDB0002013,CPT1B,degrading,Recon
HMDB0002013,CPT1C,degrading,Recon
HMDB0002013,CPT1A,degrading,Recon
HMDB0000688,CPT1B,degrading,Recon
HMDB0000688,CPT1C,degrading,Recon
HMDB0000688,CPT1A,degrading,Recon
HMDB0002366,CPT1B,degrading,Recon
HMDB0002366,CPT1C,degrading,Recon
HMDB0002366,CPT1A,degrading,Recon
HMDB0000705,CPT1B,degrading,Recon
HMDB0000705,CPT1C,degrading,Recon
HMDB0000705,CPT1A,degrading,Recon
HMDB0000791,CPT1B,degrading,Recon
HMDB0000791,CPT1C,degrading,Recon
HMDB0000791,CPT1A,degrading,Recon
HMDB0002095,CPT1B,degrading,Recon
HMDB0002095,CPT1C,degrading,Recon
HMDB0013130,CPT1B,degrading,Recon
HMDB0013130,CPT1C,degrading,Recon
HMDB0013130,CPT1A,degrading,Recon
HMDB0001423,ACAT2,degrading,Recon
HMDB0001484,ACAT2,degrading,Recon
HMDB0001423,FASN,degrading,Recon
HMDB0001423,DGAT1,degrading,Recon
HMDB0001423,DGAT2,degrading,Recon
HMDB0001423,LRAT,degrading,Recon
HMDB0001423,AWAT2,degrading,Recon
HMDB0001423,AWAT1,degrading,Recon
HMDB0060338,DGAT1,degrading,Recon
HMDB0060338,DGAT2,degrading,Recon
HMDB0060338,LRAT,degrading,Recon
HMDB0060338,AWAT2,degrading,Recon
HMDB0060338,AWAT1,degrading,Recon
HMDB0012974,MPO,degrading,Recon
HMDB0004081,SULT1A3,degrading,Recon
HMDB0004081,NDST4,degrading,Recon
HMDB0004081,NDST1,degrading,Recon
HMDB0004081,NDST3,degrading,Recon
HMDB0004081,NDST2,degrading,Recon
HMDB0004081,UST,degrading,Recon
HMDB0004081,HS2ST1,degrading,Recon
HMDB0004081,CHST2,degrading,Recon
HMDB0004081,CHST5,degrading,Recon
HMDB0004081,CHST4,degrading,Recon
HMDB0004081,CHST6,degrading,Recon
HMDB0004081,CHST7,degrading,Recon
HMDB0004081,HS6ST3,degrading,Recon
HMDB0004081,HS6ST1,degrading,Recon
HMDB0004081,HS6ST2,degrading,Recon
HMDB0004081,SULT4A1,degrading,Recon
HMDB0004081,CHST10,degrading,Recon
HMDB0004081,CHST8,degrading,Recon
HMDB0004081,CHST9,degrading,Recon
HMDB0004081,GAL3ST2,degrading,Recon
HMDB0004081,SULT1B1,degrading,Recon
HMDB0004081,GAL3ST3,degrading,Recon
HMDB0004081,GAL3ST4,degrading,Recon
HMDB0004081,SULT1C4,degrading,Recon
HMDB0004081,SULT1C2,degrading,Recon
HMDB0001206,ACAT1,degrading,Recon
HMDB0001275,ACAT1,degrading,Recon
HMDB0002288,ACAA2,degrading,Recon
HMDB0003952,HADHB,degrading,Recon
HMDB0003952,ACAA2,degrading,Recon
HMDB0003952,HADHA,degrading,Recon
HMDB0002145,HADHB,degrading,Recon
HMDB0002145,ACAA2,degrading,Recon
HMDB0002145,HADHA,degrading,Recon
HMDB0001243,HADHB,degrading,Recon
HMDB0001243,ACAA2,degrading,Recon
HMDB0001243,HADHA,degrading,Recon
HMDB0001232,ALPL,degrading,Recon
HMDB0012974,LPO,degrading,Recon
HMDB0000302,GALE,degrading,Recon
HMDB0000302,GALT,degrading,Recon
HMDB0001586,GALT,degrading,Recon
HMDB0001201,CMPK1,degrading,Recon
HMDB0001508,CMPK1,degrading,Recon
HMDB0000960,CMPK1,degrading,Recon
HMDB0000211,PLD1,degrading,Recon
HMDB0000187,PLD1,degrading,Recon
HMDB0000127,GUSB,degrading,Recon
HMDB0001931,GUSB,degrading,Recon
HMDB0001518,GUSB,degrading,Recon
HMDB0001275,HADHA,degrading,Recon
HMDB0002013,CROT,degrading,Recon
HMDB0000705,CROT,degrading,Recon
HMDB0003952,ACAA1,degrading,Recon
HMDB0002145,ACAA1,degrading,Recon
HMDB0001257,SAT1,degrading,Recon
HMDB0001257,SAT2,degrading,Recon
HMDB0001341,AK3,degrading,Recon
HMDB0001201,AK3,degrading,Recon
HMDB0001341,CMPK2,degrading,Recon
HMDB0001546,CMPK2,degrading,Recon
HMDB0001341,SUCLG1,degrading,Recon
HMDB0001341,SUCLA2,degrading,Recon
HMDB0003377,SUCLG1,degrading,Recon
HMDB0003377,SUCLA2,degrading,Recon
HMDB0060124,SUCLG1,degrading,Recon
HMDB0060124,SUCLA2,degrading,Recon
HMDB0001341,NME4,degrading,Recon
HMDB0003537,NME4,degrading,Recon
HMDB0001273,NME4,degrading,Recon
HMDB0000285,NME4,degrading,Recon
HMDB0000082,NME4,degrading,Recon
HMDB0001191,NME4,degrading,Recon
HMDB0000189,NME4,degrading,Recon
HMDB0001022,SUCLG1,degrading,Recon
HMDB0001022,SUCLA2,degrading,Recon
HMDB0001341,DTYMK,degrading,Recon
HMDB0001201,SUCLG1,degrading,Recon
HMDB0001201,SUCLG2,degrading,Recon
HMDB0003377,SUCLG2,degrading,Recon
HMDB0060124,SUCLG2,degrading,Recon
HMDB0001022,SUCLG2,degrading,Recon
HMDB0001256,SAT1,degrading,Recon
HMDB0001256,SAT2,degrading,Recon
HMDB0001206,OGA,degrading,Recon
HMDB0001206,CREBBP,degrading,Recon
HMDB0001206,NCOA1,degrading,Recon
HMDB0001206,NCOA3,degrading,Recon
HMDB0001206,KAT6A,degrading,Recon
HMDB0001206,EP300,degrading,Recon
HMDB0001206,KAT8,degrading,Recon
HMDB0001206,KAT2A,degrading,Recon
HMDB0001206,KAT2B,degrading,Recon
HMDB0001206,GTF3C4,degrading,Recon
HMDB0001206,HAT1,degrading,Recon
HMDB0001206,CDY2B,degrading,Recon
HMDB0001206,ELP3,degrading,Recon
HMDB0001206,CLOCK,degrading,Recon
HMDB0001206,KAT7,degrading,Recon
HMDB0001206,KAT6B,degrading,Recon
HMDB0001206,CDY1,degrading,Recon
HMDB0001206,CDY1B,degrading,Recon
HMDB0001206,KAT5,degrading,Recon
HMDB0001206,CDY2A,degrading,Recon
HMDB0001206,NAT2,degrading,Recon
HMDB0001206,NAT1,degrading,Recon
HMDB0003012,NAT2,degrading,Recon
HMDB0003012,NAT1,degrading,Recon
HMDB0001064,ACSL3,degrading,Recon
HMDB0001064,ACSL4,degrading,Recon
HMDB0001064,ACSL1,degrading,Recon
HMDB0001064,ACSL5,degrading,Recon
HMDB0001064,ACSL6,degrading,Recon
HMDB0000215,NAGPA,degrading,Recon
HMDB0001367,PGM3,degrading,Recon
HMDB0000042,ACY1,degrading,Recon
HMDB0000696,ACY1,degrading,Recon
HMDB0000042,ACY3,degrading,Recon
HMDB0000168,ACY3,degrading,Recon
HMDB0304312,PGM2,degrading,Recon
HMDB0304312,PMM1,degrading,Recon
HMDB0304312,PMM2,degrading,Recon
HMDB0001129,RENBP,degrading,Recon
HMDB0002054,ACADSB,degrading,Recon
HMDB0002054,ACADM,degrading,Recon
HMDB0002054,ACADS,degrading,Recon
HMDB0059661,ACADSB,degrading,Recon
HMDB0059661,ACADM,degrading,Recon
HMDB0059661,ACADS,degrading,Recon
HMDB0001197,SDHA,degrading,Recon
HMDB0001197,SDHD,degrading,Recon
HMDB0001197,SDHC,degrading,Recon
HMDB0001197,SDHB,degrading,Recon
HMDB0000134,SDHA,degrading,Recon
HMDB0000134,SDHD,degrading,Recon
HMDB0000134,SDHC,degrading,Recon
HMDB0000134,SDHB,degrading,Recon
HMDB0001088,CPT2,degrading,Recon
HMDB0001493,ACADM,degrading,Recon
HMDB0001493,IVD,degrading,Recon
HMDB0059661,IVD,degrading,Recon
HMDB0000214,GATM,degrading,Recon
HMDB0000128,GATM,degrading,Recon
HMDB0001168,ACOX1,degrading,Recon
HMDB0001168,ACOX3,degrading,Recon
HMDB0002009,ECH1,degrading,Recon
HMDB0002009,EHHADH,degrading,Recon
HMDB0006497,ACSL3,degrading,Recon
HMDB0006497,ACSL4,degrading,Recon
HMDB0006497,ACSL1,degrading,Recon
HMDB0006529,ACSL1,degrading,Recon
HMDB0001064,ACSBG2,degrading,Recon
HMDB0006368,ACSL3,degrading,Recon
HMDB0006368,ACSL4,degrading,Recon
HMDB0006368,ACSL1,degrading,Recon
HMDB0006368,ACSL5,degrading,Recon
HMDB0006368,ACSBG2,degrading,Recon
HMDB0006368,ACSL6,degrading,Recon
HMDB0006290,ACSL1,degrading,Recon
HMDB0006519,ACSL1,degrading,Recon
HMDB0003947,ACSL1,degrading,Recon
HMDB0006523,ACSL3,degrading,Recon
HMDB0006523,ACSL4,degrading,Recon
HMDB0006523,ACSL1,degrading,Recon
HMDB0006523,ACSBG2,degrading,Recon
HMDB0060311,ACSL1,degrading,Recon
HMDB0001359,SLC27A2,degrading,Recon
HMDB0006513,ACSL1,degrading,Recon
HMDB0006267,ACSL1,degrading,Recon
HMDB0006516,ACSL1,degrading,Recon
HMDB0006459,ACSL1,degrading,Recon
HMDB0000045,ENPP1,degrading,Recon
HMDB0000045,ENPP3,degrading,Recon
HMDB0000045,NUDT12,degrading,Recon
HMDB0001132,ENPP1,degrading,Recon
HMDB0001132,ENPP3,degrading,Recon
HMDB0001132,NUDT12,degrading,Recon
HMDB0001416,ENPP1,degrading,Recon
HMDB0001416,ENPP3,degrading,Recon
HMDB0000045,SLC27A5,degrading,Recon
HMDB0002325,SLC27A5,degrading,Recon
HMDB0006532,ACSL1,degrading,Recon
HMDB0006532,ACSBG2,degrading,Recon
HMDB0000045,ACSM1,degrading,Recon
HMDB0000045,ACSM3,degrading,Recon
HMDB0000045,ACSM2B,degrading,Recon
HMDB0000045,ACSM5,degrading,Recon
HMDB0000045,ACSM2A,degrading,Recon
HMDB0000045,ACSM4,degrading,Recon
HMDB0001088,ACSM1,degrading,Recon
HMDB0001088,ACSM3,degrading,Recon
HMDB0001088,ACSM2B,degrading,Recon
HMDB0001088,ACSM5,degrading,Recon
HMDB0001088,ACSM2A,degrading,Recon
HMDB0001088,ACSM4,degrading,Recon
HMDB0002845,ACSM1,degrading,Recon
HMDB0002845,ACSM3,degrading,Recon
HMDB0002845,ACSM2B,degrading,Recon
HMDB0002845,ACSM5,degrading,Recon
HMDB0002845,ACSM2A,degrading,Recon
HMDB0002845,ACSM4,degrading,Recon
HMDB0012969,ACSM1,degrading,Recon
HMDB0012969,ACSM3,degrading,Recon
HMDB0012969,ACSM2B,degrading,Recon
HMDB0012969,ACSM5,degrading,Recon
HMDB0012969,ACSM2A,degrading,Recon
HMDB0012969,ACSM4,degrading,Recon
HMDB0013028,ACSM1,degrading,Recon
HMDB0013028,ACSM3,degrading,Recon
HMDB0013028,ACSM2B,degrading,Recon
HMDB0013028,ACSM5,degrading,Recon
HMDB0013028,ACSM2A,degrading,Recon
HMDB0013028,ACSM4,degrading,Recon
HMDB0006404,ACSM1,degrading,Recon
HMDB0006404,ACSM3,degrading,Recon
HMDB0006404,ACSM2B,degrading,Recon
HMDB0006404,ACSM5,degrading,Recon
HMDB0006404,ACSM2A,degrading,Recon
HMDB0006404,ACSM4,degrading,Recon
