"","source","target","source_genesymbol","target_genesymbol","resource"
"18904","P09038","P18827","FGF2","SDC1","connectomedb2020"
"18905","P09038","P11362","FGF2","FGFR1","connectomedb2020"
"18906","P09038","P16070","FGF2","CD44","connectomedb2020"
"18907","P09038","O75056","FGF2","SDC3","connectomedb2020"
"18908","P09038","P31431","FGF2","SDC4","connectomedb2020"
"18909","P09038","O75487","FGF2","GPC4","connectomedb2020"
"18910","P09038","P34741","FGF2","SDC2","connectomedb2020"
"18911","P09038","Q8N441","FGF2","FGFRL1","connectomedb2020"
"18912","P09038","O14786","FGF2","NRP1","connectomedb2020"
"18913","P41221","O75197","WNT5A","LRP5","connectomedb2020"
"18914","P41221","Q9UP38","WNT5A","FZD1","connectomedb2020"
"18915","P41221","O75084","WNT5A","FZD7","connectomedb2020"
"18916","P41221","Q9H461","WNT5A","FZD8","connectomedb2020"
"18917","O15520","Q8N441","FGF10","FGFRL1","connectomedb2020"
"18918","O15520","P11362","FGF10","FGFR1","connectomedb2020"
"18919","P05362","P01589","ICAM1","IL2RA","connectomedb2020"
"18920","P05362","P05107","ICAM1","ITGB2","connectomedb2020"
"18921","P05362","P16150","ICAM1","SPN","connectomedb2020"
"18922","P00488","P13612","F13A1","ITGA4","connectomedb2020"
"18923","P00488","P05556","F13A1","ITGB1","connectomedb2020"
"18924","P01042","Q8TDU9","KNG1","RXFP4","connectomedb2020"
"18925","P01042","Q03405","KNG1","PLAUR","connectomedb2020"
"18926","P01042","P05107","KNG1","ITGB2","connectomedb2020"
"18927","P01042","P07359","KNG1","GP1BA","connectomedb2020"
"18928","P13611","P00533","VCAN","EGFR","connectomedb2020"
"18929","P13611","P05556","VCAN","ITGB1","connectomedb2020"
"18930","P24821","P00533","TNC","EGFR","connectomedb2020"
"18931","P24821","P05106","TNC","ITGB3","connectomedb2020"
"18932","P24821","P23467","TNC","PTPRB","connectomedb2020"
"18933","P24821","Q13683","TNC","ITGA7","connectomedb2020"
"18934","P24821","P05556","TNC","ITGB1","connectomedb2020"
"18935","P24821","Q12860","TNC","CNTN1","connectomedb2020"
"18936","P01133","P21860","EGF","ERBB3","connectomedb2020"
"18937","P01133","Q15303","EGF","ERBB4","connectomedb2020"
"18938","Q99985","Q9Y4D7","SEMA3C","PLXND1","connectomedb2020"
"18939","Q99985","O14786","SEMA3C","NRP1","connectomedb2020"
"18940","Q14563","O60462","SEMA3A","NRP2","connectomedb2020"
"18941","P09544","Q9UP38","WNT2","FZD1","connectomedb2020"
"18942","P09544","Q9ULV1","WNT2","FZD4","connectomedb2020"
"18943","P09544","O75084","WNT2","FZD7","connectomedb2020"
"18944","P09544","Q9NPG1","WNT2","FZD3","connectomedb2020"
"18945","P09544","Q9H461","WNT2","FZD8","connectomedb2020"
"18946","P09544","Q13467","WNT2","FZD5","connectomedb2020"
"18947","P09544","Q14332","WNT2","FZD2","connectomedb2020"
"18948","P22466","Q8TDV0","GAL","GPR151","connectomedb2020"
"18949","Q99965","P05556","ADAM2","ITGB1","connectomedb2020"
"18950","Q99965","P23229","ADAM2","ITGA6","connectomedb2020"
"18951","Q99965","P26010","ADAM2","ITGB7","connectomedb2020"
"18952","Q9UKQ2","P13612","ADAM28","ITGA4","connectomedb2020"
"18953","P35625","P50052","TIMP3","AGTR2","connectomedb2020"
"18954","O43323","Q9BWV1","DHH","BOC","connectomedb2020"
"18955","O43323","Q4KMG0","DHH","CDON","connectomedb2020"
"18956","P21781","P11362","FGF7","FGFR1","connectomedb2020"
"18957","P21781","P22607","FGF7","FGFR3","connectomedb2020"
"18958","Q08431","P05106","MFGE8","ITGB3","connectomedb2020"
"18959","P22692","Q9H461","IGFBP4","FZD8","connectomedb2020"
"18960","Q9P2M7","Q9Y624","CGN","F11R","connectomedb2020"
"18961","O95156","P58400","NXPH2","NRXN1","connectomedb2020"
"18962","Q96RP3","Q08334","UCN2","IL10RB","connectomedb2020"
"18963","Q96HF1","Q13467","SFRP2","FZD5","connectomedb2020"
"18964","O76093","P22455","FGF18","FGFR4","connectomedb2020"
"18965","O76093","P11362","FGF18","FGFR1","connectomedb2020"
"18966","O76093","P22607","FGF18","FGFR3","connectomedb2020"
"18967","Q6UXX9","Q9ULT6","RSPO2","ZNRF3","connectomedb2020"
"18968","P05155","P16581","SERPING1","SELE","connectomedb2020"
"18969","Q14116","Q9NZN1","IL18","IL1RAPL1","connectomedb2020"
"18970","P12645","Q13705","BMP3","ACVR2B","connectomedb2020"
"18971","P22004","Q6ZVN8","BMP6","HJV","connectomedb2020"
"18972","P56704","Q13467","WNT3A","FZD5","connectomedb2020"
"18973","P56704","Q8J025","WNT3A","APCDD1","connectomedb2020"
"18974","P56704","O75084","WNT3A","FZD7","connectomedb2020"
"18975","P05067","P25090","APP","FPR2","connectomedb2020"
"18976","P05067","Q03135","APP","CAV1","connectomedb2020"
"18977","P05067","O75509","APP","TNFRSF21","connectomedb2020"
"18978","P05067","Q92542","APP","NCSTN","connectomedb2020"
"18979","O00755","O00144","WNT7A","FZD9","connectomedb2020"
"18980","Q9UBU2","Q8NCW0","DKK2","KREMEN2","connectomedb2020"
"18981","O43927","P46092","CXCL13","CCR10","connectomedb2020"
"18982","Q6KF10","O00238","GDF6","BMPR1B","connectomedb2020"
"18983","P56705","Q14332","WNT4","FZD2","connectomedb2020"
"18984","P12821","P30411","ACE","BDKRB2","connectomedb2020"
"18985","O00253","O75056","AGRP","SDC3","connectomedb2020"
"18986","Q96QR1","Q9UEW3","SCGB3A1","MARCO","connectomedb2020"
"18987","O43612","Q9Y5X5","HCRT","NPFFR2","connectomedb2020"
"18988","Q9Y566","P30874","SHANK1","SSTR2","connectomedb2020"
"18989","Q9Y566","O94910","SHANK1","ADGRL1","connectomedb2020"
"18990","P04628","Q01974","WNT1","ROR2","connectomedb2020"
"18991","P04628","O00144","WNT1","FZD9","connectomedb2020"
"18992","O00634","Q92859","NTN3","NEO1","connectomedb2020"
"18993","O00634","Q4KMG0","NTN3","CDON","connectomedb2020"
"18994","O95750","P21802","FGF19","FGFR2","connectomedb2020"
"18995","O95750","P11362","FGF19","FGFR1","connectomedb2020"
"18996","O95750","P22607","FGF19","FGFR3","connectomedb2020"
"18997","P19320","P13612","VCAM1","ITGA4","connectomedb2020"
"18998","P19320","P05556","VCAM1","ITGB1","connectomedb2020"
"18999","P19320","P05107","VCAM1","ITGB2","connectomedb2020"
"19000","P19320","Q13349","VCAM1","ITGAD","connectomedb2020"
"19001","O95393","P17813","BMP10","ENG","connectomedb2020"
"19002","P01135","Q15303","TGFA","ERBB4","connectomedb2020"
"19003","Q14623","Q9BWV1","IHH","BOC","connectomedb2020"
"19004","Q14623","Q4KMG0","IHH","CDON","connectomedb2020"
"19005","P42830","Q16570","CXCL5","ACKR1","connectomedb2020"
"19006","P02776","P21802","PF4","FGFR2","connectomedb2020"
"19007","P02776","P34741","PF4","SDC2","connectomedb2020"
"19008","P02776","P01130","PF4","LDLR","connectomedb2020"
"19009","P02776","P07204","PF4","THBD","connectomedb2020"
"19010","Q8WWY8","Q92633","LIPH","LPAR1","connectomedb2020"
"19011","Q8WWY8","Q99677","LIPH","LPAR4","connectomedb2020"
"19012","P40933","P01589","IL15","IL2RA","connectomedb2020"
"19013","Q96PL1","Q9UEW3","SCGB3A2","MARCO","connectomedb2020"
"19014","P04141","P26951","CSF2","IL3RA","connectomedb2020"
"19015","P04141","P34741","CSF2","SDC2","connectomedb2020"
"19016","Q15465","P78333","SHH","GPC5","connectomedb2020"
"19017","Q15465","Q4KMG0","SHH","CDON","connectomedb2020"
"19018","P08123","P16070","COL1A2","CD44","connectomedb2020"
"19019","P08123","P05556","COL1A2","ITGB1","connectomedb2020"
"19020","P08123","Q9UKX5","COL1A2","ITGA11","connectomedb2020"
"19021","P08123","P05106","COL1A2","ITGB3","connectomedb2020"
"19022","P60022","P51684","DEFB1","CCR6","connectomedb2020"
"19023","Q05707","P16070","COL14A1","CD44","connectomedb2020"
"19024","O43915","O60462","VEGFD","NRP2","connectomedb2020"
"19025","Q99748","O00451","NRTN","GFRA2","connectomedb2020"
"19026","Q14005","Q99712","IL16","KCNJ15","connectomedb2020"
"19027","Q14005","P78508","IL16","KCNJ10","connectomedb2020"
"19028","Q8NBP7","P98155","PCSK9","VLDLR","connectomedb2020"
"19029","O15041","Q9Y4D7","SEMA3E","PLXND1","connectomedb2020"
"19030","O15263","O00206","DEFB4B","TLR4","connectomedb2020"
"19031","P08571","P13612","CD14","ITGA4","connectomedb2020"
"19032","P08571","P05556","CD14","ITGB1","connectomedb2020"
"19033","P02461","Q16832","COL3A1","DDR2","connectomedb2020"
"19034","P02461","P20916","COL3A1","MAG","connectomedb2020"
"19035","P02461","Q08345","COL3A1","DDR1","connectomedb2020"
"19036","P35225","P31785","IL13","IL2RG","connectomedb2020"
"19037","P02778","P31431","CXCL10","SDC4","connectomedb2020"
"19038","P02675","P11215","FGB","ITGAM","connectomedb2020"
"19039","P02675","P05556","FGB","ITGB1","connectomedb2020"
"19040","P02675","P05107","FGB","ITGB2","connectomedb2020"
"19041","P02675","O00206","FGB","TLR4","connectomedb2020"
"19042","P02671","P11215","FGA","ITGAM","connectomedb2020"
"19043","P02671","P05106","FGA","ITGB3","connectomedb2020"
"19044","P02671","P05107","FGA","ITGB2","connectomedb2020"
"19045","P02671","O00206","FGA","TLR4","connectomedb2020"
"19046","P10145","P18827","CXCL8","SDC1","connectomedb2020"
"19047","P10145","P34741","CXCL8","SDC2","connectomedb2020"
"19048","Q9UKY0","P08865","PRND","RPSA","connectomedb2020"
"19049","Q92819","O75330","HAS2","HMMR","connectomedb2020"
"19050","Q92819","P16070","HAS2","CD44","connectomedb2020"
"19051","Q6NW40","Q92859","RGMB","NEO1","connectomedb2020"
"19052","P00734","P07204","F2","THBD","connectomedb2020"
"19053","P00734","P07359","F2","GP1BA","connectomedb2020"
"19054","P55103","Q13705","INHBC","ACVR2B","connectomedb2020"
"19055","Q99731","P46092","CCL19","CCR10","connectomedb2020"
"19056","Q99731","O00590","CCL19","ACKR2","connectomedb2020"
"19057","P00747","P05556","PLG","ITGB1","connectomedb2020"
"19058","P00747","P13726","PLG","F3","connectomedb2020"
"19059","Q9UBD9","O75462","CLCF1","CRLF1","connectomedb2020"
"19060","P06858","Q8IV16","LPL","GPIHBP1","connectomedb2020"
"19061","P06858","P18827","LPL","SDC1","connectomedb2020"
"19062","P06858","P98155","LPL","VLDLR","connectomedb2020"
"19063","P78536","P05556","ADAM17","ITGB1","connectomedb2020"
"19064","P12034","P22607","FGF5","FGFR3","connectomedb2020"
"19065","P04899","Q9UBY5","GNAI2","LPAR3","connectomedb2020"
"19066","P04899","P25101","GNAI2","EDNRA","connectomedb2020"
"19067","P04899","P30542","GNAI2","ADORA1","connectomedb2020"
"19068","P04899","P21730","GNAI2","C5AR1","connectomedb2020"
"19069","P04899","P18089","GNAI2","ADRA2B","connectomedb2020"
"19070","P04899","P25116","GNAI2","F2R","connectomedb2020"
"19071","P04899","P21462","GNAI2","FPR1","connectomedb2020"
"19072","P04899","P35372","GNAI2","OPRM1","connectomedb2020"
"19073","P04899","Q03135","GNAI2","CAV1","connectomedb2020"
"19074","P04899","P21731","GNAI2","TBXA2R","connectomedb2020"
"19075","P04899","P25025","GNAI2","CXCR2","connectomedb2020"
"19076","P04899","P16473","GNAI2","TSHR","connectomedb2020"
"19077","P04899","P50052","GNAI2","AGTR2","connectomedb2020"
"19078","P04899","P21554","GNAI2","CNR1","connectomedb2020"
"19079","O15123","P35590","ANGPT2","TIE1","connectomedb2020"
"19080","P27797","P16473","CALR","TSHR","connectomedb2020"
"19081","P81534","P51684","DEFB103A","CCR6","connectomedb2020"
"19082","P55075","Q8N441","FGF8","FGFRL1","connectomedb2020"
"19083","P55075","P11362","FGF8","FGFR1","connectomedb2020"
"19084","P55075","P22607","FGF8","FGFR3","connectomedb2020"
"19085","Q8NFY4","Q9NZC2","SEMA6D","TREM2","connectomedb2020"
"19086","Q8NFY4","Q9UIW2","SEMA6D","PLXNA1","connectomedb2020"
"19087","P35555","P05106","FBN1","ITGB3","connectomedb2020"
"19088","P35555","P05556","FBN1","ITGB1","connectomedb2020"
"19089","P49768","Q99466","PSEN1","NOTCH4","connectomedb2020"
"19090","P21810","O00206","BGN","TLR4","connectomedb2020"
"19091","Q9Y219","Q99466","JAG2","NOTCH4","connectomedb2020"
"19092","P52803","O15197","EFNA5","EPHB6","connectomedb2020"
"19093","P52803","P54762","EFNA5","EPHB1","connectomedb2020"
"19094","P52803","P29323","EFNA5","EPHB2","connectomedb2020"
"19095","O95157","P58400","NXPH3","NRXN1","connectomedb2020"
"19096","O95157","Q9Y4C0","NXPH3","NRXN3","connectomedb2020"
"19097","Q96CG8","Q13467","CTHRC1","FZD5","connectomedb2020"
"19098","Q96CG8","O60353","CTHRC1","FZD6","connectomedb2020"
"19099","Q96CG8","Q9NPG1","CTHRC1","FZD3","connectomedb2020"
"19100","Q02246","Q9UHC6","CNTN2","CNTNAP2","connectomedb2020"
"19101","Q02246","Q12860","CNTN2","CNTN1","connectomedb2020"
"19102","Q02246","Q92823","CNTN2","NRCAM","connectomedb2020"
"19103","P23142","P05556","FBLN1","ITGB1","connectomedb2020"
"19104","O75094","Q9HCK4","SLIT3","ROBO2","connectomedb2020"
"19105","O75094","Q9Y6N7","SLIT3","ROBO1","connectomedb2020"
"19106","Q86UU9","P21452","TAC4","TACR2","connectomedb2020"
"19107","P11487","P11362","FGF3","FGFR1","connectomedb2020"
"19108","P11487","P22607","FGF3","FGFR3","connectomedb2020"
"19109","P07900","P22607","HSP90AA1","FGFR3","connectomedb2020"
"19110","P02679","P05556","FGG","ITGB1","connectomedb2020"
"19111","P02679","P05107","FGG","ITGB2","connectomedb2020"
"19112","P02679","O00206","FGG","TLR4","connectomedb2020"
"19113","O95715","P61073","CXCL14","CXCR4","connectomedb2020"
"19114","Q9NQC3","Q9NS68","RTN4","TNFRSF19","connectomedb2020"
"19115","Q9BXJ1","P30518","C1QTNF1","AVPR2","connectomedb2020"
"19116","Q9HB63","P43146","NTN4","DCC","connectomedb2020"
"19117","P56706","Q9ULV1","WNT7B","FZD4","connectomedb2020"
"19118","P21246","O75056","PTN","SDC3","connectomedb2020"
"19119","P21246","P23471","PTN","PTPRZ1","connectomedb2020"
"19120","P21246","Q13332","PTN","PTPRS","connectomedb2020"
"19121","Q14050","P20916","COL9A3","MAG","connectomedb2020"
"19122","P03973","Q9NRQ2","SLPI","PLSCR4","connectomedb2020"
"19123","Q14773","P11215","ICAM4","ITGAM","connectomedb2020"
"19124","Q14773","P20701","ICAM4","ITGAL","connectomedb2020"
"19125","Q14773","P13612","ICAM4","ITGA4","connectomedb2020"
"19126","Q14773","P05106","ICAM4","ITGB3","connectomedb2020"
"19127","Q14773","P05107","ICAM4","ITGB2","connectomedb2020"
"19128","Q14773","P05556","ICAM4","ITGB1","connectomedb2020"
"19129","O75888","Q92956","TNFSF13","TNFRSF14","connectomedb2020"
"19130","O75888","P25445","TNFSF13","FAS","connectomedb2020"
"19131","P09429","P18827","HMGB1","SDC1","connectomedb2020"
"19132","P09429","P07204","HMGB1","THBD","connectomedb2020"
"19133","P02751","P13612","FN1","ITGA4","connectomedb2020"
"19134","P02751","P05106","FN1","ITGB3","connectomedb2020"
"19135","P02751","P53708","FN1","ITGA8","connectomedb2020"
"19136","P02751","P16070","FN1","CD44","connectomedb2020"
"19137","P02751","Q5TAT6","FN1","COL13A1","connectomedb2020"
"19138","P02751","P16473","FN1","TSHR","connectomedb2020"
"19139","P02751","P20916","FN1","MAG","connectomedb2020"
"19140","P39060","P05556","COL18A1","ITGB1","connectomedb2020"
"19141","P39060","O75487","COL18A1","GPC4","connectomedb2020"
"19142","P00738","P11215","HP","ITGAM","connectomedb2020"
"19143","P00738","P05107","HP","ITGB2","connectomedb2020"
"19144","P00738","Q86VB7","HP","CD163","connectomedb2020"
"19145","Q9BXY4","Q9H461","RSPO3","FZD8","connectomedb2020"
"19146","Q13444","P05556","ADAM15","ITGB1","connectomedb2020"
"19147","Q13444","P05106","ADAM15","ITGB3","connectomedb2020"
"19148","P20849","P20916","COL9A1","MAG","connectomedb2020"
"19149","P09681","P27487","GIP","DPP4","connectomedb2020"
"19150","Q6UXT8","Q9UM73","ALKAL1","ALK","connectomedb2020"
"19151","O60258","P11362","FGF17","FGFR1","connectomedb2020"
"19152","P00451","P01130","F8","LDLR","connectomedb2020"
"19153","Q9NRJ3","O00590","CCL28","ACKR2","connectomedb2020"
"19154","P21980","P05556","TGM2","ITGB1","connectomedb2020"
"19155","P21980","P05106","TGM2","ITGB3","connectomedb2020"
"19156","P21980","P31431","TGM2","SDC4","connectomedb2020"
"19157","P21980","Q9Y653","TGM2","ADGRG1","connectomedb2020"
"19158","P26441","P08887","CNTF","IL6R","connectomedb2020"
"19159","O00548","Q99466","DLL1","NOTCH4","connectomedb2020"
"19160","P35442","P13612","THBS2","ITGA4","connectomedb2020"
"19161","P35442","P05556","THBS2","ITGB1","connectomedb2020"
"19162","P35442","P23229","THBS2","ITGA6","connectomedb2020"
"19163","P61812","P17813","TGFB2","ENG","connectomedb2020"
"19164","P04003","Q13873","C4BPA","BMPR2","connectomedb2020"
"19165","P04003","P25942","C4BPA","CD40","connectomedb2020"
"19166","P08603","P11215","CFH","ITGAM","connectomedb2020"
"19167","P29279","P11215","CCN2","ITGAM","connectomedb2020"
"19168","P29279","P04629","CCN2","NTRK1","connectomedb2020"
"19169","P29279","P05107","CCN2","ITGB2","connectomedb2020"
"19170","P52797","P54762","EFNA3","EPHB1","connectomedb2020"
"19171","P01138","Q9UPU3","NGF","SORCS3","connectomedb2020"
"19172","Q93097","Q9ULV1","WNT2B","FZD4","connectomedb2020"
"19173","P32004","P29323","L1CAM","EPHB2","connectomedb2020"
"19174","P32004","Q12860","L1CAM","CNTN1","connectomedb2020"
"19175","P12107","Q08345","COL11A1","DDR1","connectomedb2020"
"19176","P63092","P34998","GNAS","CRHR1","connectomedb2020"
"19177","Q9Y5C1","P05106","ANGPTL3","ITGB3","connectomedb2020"
"19178","P02753","Q9BX79","RBP4","STRA6","connectomedb2020"
"19179","P19835","P61073","CEL","CXCR4","connectomedb2020"
"19180","P35247","P78324","SFTPD","SIRPA","connectomedb2020"
"19181","P14780","P16070","MMP9","CD44","connectomedb2020"
"19182","P14780","P29323","MMP9","EPHB2","connectomedb2020"
"19183","P20800","P24530","EDN2","EDNRB","connectomedb2020"
"19184","Q14055","P20916","COL9A2","MAG","connectomedb2020"
"19185","Q9UKU9","Q8N423","ANGPTL2","LILRB2","connectomedb2020"
"19186","P43026","Q01974","GDF5","ROR2","connectomedb2020"
"19187","P98160","P05556","HSPG2","ITGB1","connectomedb2020"
"19188","P98160","Q5TAT6","HSPG2","COL13A1","connectomedb2020"
"19189","P05997","Q08345","COL5A2","DDR1","connectomedb2020"
"19190","P02462","P05556","COL4A1","ITGB1","connectomedb2020"
"19191","P10321","Q8N423","HLA-C","LILRB2","connectomedb2020"
"19192","P13747","P26717","HLA-E","KLRC2","connectomedb2020"
"19193","P13747","Q13241","HLA-E","KLRD1","connectomedb2020"
"19194","P13747","P26715","HLA-E","KLRC1","connectomedb2020"
"19195","P04083","O75923","ANXA1","DYSF","connectomedb2020"
"19196","Q00604","Q9BXB1","NDP","LGR4","connectomedb2020"
"19197","O00468","P13637","AGRN","ATP1A3","connectomedb2020"
"19198","Q969E3","P34998","UCN3","CRHR1","connectomedb2020"
"19199","P02458","P05556","COL2A1","ITGB1","connectomedb2020"
"19200","P02458","P20916","COL2A1","MAG","connectomedb2020"
"19201","P02458","Q08345","COL2A1","DDR1","connectomedb2020"
"19202","Q96DA0","O60602","ZG16B","TLR5","connectomedb2020"
"19203","Q96DA0","P61073","ZG16B","CXCR4","connectomedb2020"
"19204","P31371","P21802","FGF9","FGFR2","connectomedb2020"
"19205","P31371","P11362","FGF9","FGFR1","connectomedb2020"
"19206","Q13591","Q9ULL4","SEMA5A","PLXNB3","connectomedb2020"
"19207","Q9Y2J0","P58400","RPH3A","NRXN1","connectomedb2020"
"19208","P25391","Q13683","LAMA1","ITGA7","connectomedb2020"
"19209","P25391","P05556","LAMA1","ITGB1","connectomedb2020"
"19210","O15444","O00590","CCL25","ACKR2","connectomedb2020"
"19211","Q8WWZ1","P14778","IL1F10","IL1R1","connectomedb2020"
"19212","P10451","P13612","SPP1","ITGA4","connectomedb2020"
"19213","P10451","P05556","SPP1","ITGB1","connectomedb2020"
"19214","P10451","P05106","SPP1","ITGB3","connectomedb2020"
"19215","O00182","P16070","LGALS9","CD44","connectomedb2020"
"19216","P48061","P05556","CXCL12","ITGB1","connectomedb2020"
"19217","Q8IWV2","P23470","CNTN4","PTPRG","connectomedb2020"
"19218","Q2MV58","Q5HYA8","TCTN1","TMEM67","connectomedb2020"
"19219","P01189","P35372","POMC","OPRM1","connectomedb2020"
"19220","P21741","P23229","MDK","ITGA6","connectomedb2020"
"19221","P02787","Q9UP52","TF","TFR2","connectomedb2020"
"19222","Q6UVW9","D3W0D1","CLEC2A","KLRF2","connectomedb2020"
"19223","P0C0L4","Q9P296","C4A","C5AR2","connectomedb2020"
"19224","P20783","P04629","NTF3","NTRK1","connectomedb2020"
"19225","O00622","P11215","CCN1","ITGAM","connectomedb2020"
"19226","O00622","P05106","CCN1","ITGB3","connectomedb2020"
"19227","O43320","P21802","FGF16","FGFR2","connectomedb2020"
"19228","P24043","Q13683","LAMA2","ITGA7","connectomedb2020"
"19229","P01112","P30556","HRAS","AGTR1","connectomedb2020"
